sgRNA	Gene	PlasmidLib	R1_2iSL	R1_High	R1_Negative	R1_Selected	R2_2iSL	R2_High	R2_Negative	R2_Selected
gRNA_2043	RE50	3763.4039309646373	3403.1853396777487	4393.974934391237	3367.7512268349606	4234.920878967657	2526.0346620075775	3282.7146626917015	2506.2090830900574	2353.3532725615855
Gm20422_p1_12	Gm20422_p1	3103.8434940319567	3720.5360770860148	3072.267274126353	3214.500331768245	4364.467501474068	4115.363461507785	4285.051577242583	4351.507822641886	4209.014376760703
Zfp280c_p1_1	Zfp280c_p1	1890.908067183291	1554.648164968899	1370.0413845431876	1238.5687093096872	1636.4663668874425	2418.5438253264037	4242.164300947619	2388.8511716206526	2087.2740800575516
Tfeb_p2_12	Tfeb_p2	5434.248334200026	5382.614258220358	4538.09731223927	4999.496412832206	5967.502481908243	7644.645932539649	6360.795749918859	7875.333532815338	6329.376024798031
BRDN0000737592	NT	4423.847144772753	4326.836513146165	5394.0436294586825	5254.495852984201	4062.749238733329	4952.25640423978	7843.470158973341	5480.305629012085	4386.860054652
Smad7_p1_2	Smad7_p1	3417.7337287404544	2925.3069919073246	5528.499262451054	3298.662708567179	3870.5187666270413	3577.909278101918	9186.45458238137	3943.843498590269	3675.4773430868113
Sp1_p1_7	Sp1_p1	4242.373441379613	6999.003811790087	5223.557402004302	5417.795987071684	6302.65213110225	4087.2110995198595	3302.320274712257	2872.180464909123	3989.8092388946857
Mbd3_p1_3	Mbd3_p1	4102.5163621141555	8979.667558104713	6996.965685524606	9902.268900089517	7664.145344411567	6664.431874232758	5588.8247766095	7784.226733121984	6951.146573084659
gRNA_2016	RE50	4629.029712820454	953.2870399968149	1061.5843441489228	572.8066241837904	1060.6107352299105	1031.4001710122125	1295.1957441079242	966.6585865769415	1243.5410965732572
Nfe2l2_p1_2	Nfe2l2_p1	2555.008499475355	3700.7788327337494	3293.723610819671	4225.705008233051	3888.070244515007	4338.023051775931	4644.079347368999	7149.567501359807	4298.626540039264
Ssrp1_p1_11	Ssrp1_p1	3148.1084487859475	4634.308628378299	3559.9984918437804	4280.975822847276	5527.879750047776	4422.48013773971	3225.123177381321	4447.2471714721905	4439.2487039533125
gRNA_4396	RE93	3805.146666074526	3283.4070457921384	1868.318142103154	3470.7559267978354	3614.768660259545	5395.016279140804	2862.419355001051	8218.142168949653	4742.551410434595
Capn15_p1_5	Capn15_p1	2591.7067952970397	3030.2673525287355	3773.5456736551946	3386.5935499989014	3101.5968782018895	2334.086739362625	2706.7998095878943	2243.697965329546	3115.745984762263
Grhl3_p1_12	Grhl3_p1	981.5217745023045	1501.5505707721852	1736.498894071417	1405.6373080299593	1454.265310717135	1205.432954210303	1388.322401205561	1525.6528491022655	1388.2992064847783
Smarce1_p2_12	Smarce1_p2	3122.3818084161067	1659.60852559031	786.5215132560314	1045.1208581598983	2256.618585595554	2979.031759449666	1145.702952451191	2073.837830308039	3219.1446346990638
gRNA_3989	RE85	1085.6894458037184	773.0021852823913	756.642483702171	1193.34713371623	826.5910300570382	670.5380764397014	947.1961307430703	657.8219774469283	698.9748735727732
gRNA_4007	RE85	1072.7000146365929	1153.329139063504	724.1270691876758	1592.8043847917681	2362.7632375846783	929.027945601571	552.633188829398	844.6681259705863	890.6070381223107
Gm20422_p1_10	Gm20422_p1	8131.888354549352	11580.214845971672	11891.853762436444	11996.279081042101	11144.35267419671	12282.107743641707	13587.914480995998	11176.79688441518	11699.21257818255
BRDN0000738363	NT	4808.359529516108	4688.641050347029	4816.675323079674	4253.340415540163	4739.734814411995	4926.663347887119	5264.1068275190555	4788.511624560855	5113.407901541254
Hic2_p1_11	Hic2_p1	2806.978241921148	4999.817648895212	4517.006232554192	6147.621970954979	5882.252446452411	4788.460843582753	4565.656899286779	4859.544044660758	5313.311958085736
Zfp958_p1_11	Zfp958_p1	2928.549228766866	4416.978940503377	4478.3392531315485	3587.5783304142665	4122.925734349211	3685.400114783092	3288.841416448125	3289.109887234641	3827.1286963274524
Bnc2_p1_2	Bnc2_p1	2431.419736914356	1811.4923415483518	1412.2235439133435	1070.243955711819	2120.3856857984892	2367.3577126210835	1906.6457689989875	1601.3178183391187	2551.878680440243
Myrf_p1_8	Myrf_p1	3547.754151393914	5693.790856768541	3241.8747065938546	3504.672108492928	5751.034254623336	4402.005692657582	1965.462605060653	3829.5739532121643	5893.723046397644
Zfp207_p1_10	Zfp207_p1	4750.222366719556	2961.116997295806	2433.383318665867	2209.5764296914194	3099.0895242178944	4980.408766227706	2774.1941009085526	5188.455033384223	3872.6241022996446
Ybx3_p1_2	Ybx3_p1	2729.924431793831	2399.2703610282533	1834.9239326017805	2783.639208752806	2813.2511700424575	2436.4589647732664	2584.2647344594247	4207.89879939643	2666.306519703636
gRNA_2064	RE51	4115.505793281281	5357.917702780026	6712.236109776054	5363.781327335055	5365.737525749429	6229.349916237531	7814.061740942509	5492.659093377286	6588.5619739729445
Pou5f1_p1_7	Pou5f1_p1	3953.957625076546	7662.106325363001	2486.111017878562	6657.620851258967	5931.563741470981	5679.099204655334	1858.8570896988845	9217.228599485246	6254.928996843534
Myc_p1_3	Myc_p1	5467.667744484378	6513.716497387563	4829.857247882848	4394.029761830919	6482.345833288562	8302.387480803021	6449.021004011357	7359.576395568216	8565.544160764575
gRNA_1967	RE49	1963.2957709690193	2580.7900435146935	3654.908350426631	2286.2018772247775	2021.76309576135	2528.5939676428434	4979.825453221006	2259.1397957860468	2201.7019193209444
Ahctf1_p1_5	Ahctf1_p1	4215.007358241106	4923.258327030183	4876.433382187395	4459.349815465912	6852.598438258499	5466.676836928253	4347.544465558103	6175.187999554615	4237.965998743008
Zscan10_p1_4	Zscan10_p1	5297.796251454107	4289.7916799856675	3549.452952001241	5052.254917691239	5179.357546272463	6728.4145151144085	4375.727532837651	8963.982579998634	7126.234953644309
gRNA_251	RE12	3780.555024544531	4723.216227963494	4413.308424102558	4229.473472865839	4987.127074166175	5799.386569512837	6316.68312287261	5653.254130124893	6089.491156944653
Zfp445_p1_12	Zfp445_p1	4373.024418944097	3895.881620712372	3507.2707926310854	3455.682068266683	4001.736958456116	3519.0452484907996	4080.418001778039	4666.5211639545005	3959.4789682465575
Gpbp1l1_p1_10	Gpbp1l1_p1	6215.25364699622	8811.730981110455	8845.07154292956	8187.617492170934	8323.579442202268	5599.760729962087	6196.598749246709	4221.796446807281	6849.126571813683
Nup62cl_p1_7	Nup62cl_p1	3432.1103807118357	6787.848262775248	5070.647074287487	6369.961384289476	5165.984991691155	4514.615140609288	4498.26260796612	3821.853037983914	4248.9951880696
gRNA_2538	RE57	2822.3637817501703	5414.719780292789	633.6111855392164	6868.654870695101	4636.933301068198	3496.011497773405	257.3236577697862	4879.6184242542095	3329.4365279649846
Smarcal1_p1_9	Smarcal1_p1	2880.500944546722	3241.422901543574	2322.655150319208	1970.9070029481736	3192.697406287043	4005.313319191346	3979.939240172694	3740.0113365644606	4392.374649315297
Zfp445_p1_4	Zfp445_p1	3665.6679197556837	2374.573805587921	2560.808591763213	1724.7006469393514	2924.4105299995717	4519.7337518798195	5565.543112335091	3537.723357584302	4284.840053381024
BRDN0000738115	NT	5358.077300948145	17108.53878128999	19084.7907300349	18702.889972527315	17461.213144541598	15624.560903299149	15612.193922118317	20065.11449517696	16280.462094715736
Yy1_p1_8	Yy1_p1	3843.2321827004666	3469.866039366645	2073.0773740457857	2356.5465503701553	4220.712539725018	6027.164771051514	5610.881090132625	5043.301827093116	5487.0216899795605
Ubp1_p2_9	Ubp1_p2	5265.890172956216	3890.9423096243054	5858.047382530397	3039.8948037823966	4576.756805452316	5520.42225526884	9280.80659023029	3820.3088549382637	5881.315208405228
E2f4_p1_10	E2f4_p1	3557.969140952527	5664.154990240143	2310.3520205029126	2489.698967395335	4957.038826358234	4826.850428111744	2034.082247132596	4053.480494831424	3978.7800495680935
Cebpg_p1_9	Cebpg_p1	3041.2924468582264	3819.3222988473426	3219.9048319218987	3711.9376632962735	3118.3125714285234	3925.974844498099	3336.630095748228	3122.338118304434	3858.8376156414047
gRNA_2537	RE57	2819.715451123863	1355.8408936742264	493.88278262557503	2175.6602479963267	2088.6258686678852	3350.131076563241	240.16874725180048	6005.3278645331075	3081.279768116663
Esrrb_p3_4	Esrrb_p3	2815.4276777288896	3834.140232111542	2421.95898383645	3690.583030377141	3811.1780556724916	3931.0934557686314	2317.138270679361	4141.498928433478	3822.9927503299805
Rlf_p1_1	Rlf_p1	5686.091965663614	5004.756959983279	3011.630420031754	1940.7592858858688	6694.6351372668105	8033.660389100087	4841.360818325836	3675.1556486471577	8564.165512098753
Myef2_p1_7	Myef2_p1	3870.5982658389735	4172.48304164409	4629.491990874608	4705.556171474735	4222.384109047682	6252.3836669549255	6891.372625225133	8621.17394386432	7058.681169018932
Erf_p1_11	Erf_p1	4174.525732953268	5075.142142988225	4988.919140507811	5253.239698106604	4512.401386529777	5369.423222788143	4655.107504130561	7032.209589890402	4925.911682989188
Zfp236_p1_5	Zfp236_p1	2345.0337141038613	2483.238649525382	4256.004121451352	2387.950422310056	2941.1262232262056	2820.3548100631715	6071.6129726156705	1383.5880089024595	2753.1613856505483
Nup62cl_p1_12	Nup62cl_p1	1806.287598123668	1600.336792533513	1219.7674417870073	1075.268575222203	1227.767667496248	1763.3615826982987	1086.8861163895258	1704.7780823976732	2110.7111073765595
Nup62cl_p1_3	Nup62cl_p1	3167.151207098918	3862.5412708679237	2370.9888745975113	1753.5922091240602	4350.259162231429	4023.2284586382084	2415.166330782137	2303.921104109899	4057.363023520062
gRNA_4472	RE95	4184.110167600856	5352.97839169196	3865.8191472774106	4194.301136293149	5719.274437492732	6828.227434889784	4499.4879587174055	5792.2306042333985	6082.597913615533
Ubp1_p2_1	Ubp1_p2	4662.449123104806	1799.1440638281856	1642.4678304754443	1591.548229914172	1615.5717503541505	1118.4165626112576	1656.6742157369094	1178.2116638310006	1295.9297458745696
Pias2_p2_8	Pias2_p2	4072.1236154027256	6597.684785884692	6049.624689669855	6108.681169749501	5532.058673354434	4532.530280056149	3863.5309188006477	6185.997280874165	4430.976811958369
Zfp217_p1_11	Zfp217_p1	5666.670874404029	9495.82556680765	7674.516620407735	8448.897706710908	9053.21945154483	10528.983383484472	7702.554822575602	9844.166916019172	10450.156886945997
Lbr_p1_4	Lbr_p1	4612.8875070982	6476.671664227065	6708.720929828541	7162.595112052572	7003.875461959535	7112.3103604043135	10216.974564211798	10253.37542311644	6387.27926876264
Zscan10_p1_11	Zscan10_p1	4853.128928198919	4339.184790866331	4078.4875341019465	4389.005142320534	4499.02883194847	6316.366307836577	5688.07818746356	6624.545265838784	5092.728171553894
Adnp_p1_3	Adnp_p1	5059.57260606867	8340.026772200114	5376.467729721117	8291.878347011405	6784.064096029301	6518.551453022594	5016.585975759547	7169.641880953258	6093.627102942125
Gabpb2_p1_6	Gabpb2_p1	4554.498122337239	7233.621088473241	6759.691039067479	6380.010623310244	6397.095797832731	6917.803132124095	7403.569239262136	9285.172653493848	6843.611977150387
Nfatc4_p1_4	Nfatc4_p1	3757.224492836587	5276.41906982693	4227.882681871249	4062.4048741455663	5407.526758816013	7247.953559073414	4370.826129832512	8397.267402245061	6013.665480324333
Mbd3_p1_11	Mbd3_p1	2845.9465354225244	3637.8026163609024	3387.754674415644	4037.2817765936456	3603.903459662233	4448.073194092371	3689.531112118221	4314.447429546285	4698.434653128227
Gabpb2_p1_4	Gabpb2_p1	2578.465142165504	3515.5546669312594	3506.391997644207	3164.2541366644036	3330.601875406772	5978.53796398146	4429.642965894178	7829.008041445836	4544.026002555937
Sub1_p1_2	Sub1_p1	2853.891527301446	3635.332960816869	2975.599825569746	3215.756486645841	3537.8764714170297	4325.226523599601	3687.0804106156515	4271.210304268083	4339.986000013984
BRDN0000737434	NT	4450.2043400536195	4325.6016853741485	3762.121338825777	4052.355635124798	5510.328272159811	5205.627662131117	4914.881863402918	4901.23698689331	4578.492219201538
Ahctf1_p1_12	Ahctf1_p1	4491.947075163508	6577.927541532426	6282.5053611925905	5357.5005529470745	6058.603009993397	6239.5871387785955	5903.739919689668	5677.961058855293	6077.083318952237
Zfp292_p1_3	Zfp292_p1	2804.708244241456	2135.017217816701	1901.7123516045274	2661.792185625991	3384.9278783933314	3045.5737059665826	2666.3632347954995	1828.3127260496785	3057.8427407976546
Zfp296_p1_1	Zfp296_p1	4834.716724796974	5924.703650135645	4805.250988250257	5569.7907272608045	3911.4722150322937	6846.142574336646	6730.8516768068375	7398.1809717094675	6406.580350084176
Smarcal1_p1_7	Smarcal1_p1	3009.7647013069513	4262.625469001302	3709.3936396130825	3235.8549646873776	4306.7983598421815	3905.500399415971	3018.038900414207	3726.11368915361	4669.483031145923
Zfp217_p1_5	Zfp217_p1	2412.2508676191806	2425.201744240602	2011.5617249643083	2238.4679918761285	2911.8737600795967	2758.9314748167867	1454.4913417749347	2401.204635985853	3631.3605857804428
Zfp771_p2_8	Zfp771_p2	2198.2405308171233	3030.2673525287355	2997.569700241702	2232.1872174881482	3242.8444859669444	2098.6306209181494	2726.4054216084496	2419.734832533654	2092.7886747208477
Ssrp1_p1_7	Ssrp1_p1	3475.366447608186	3606.9319220604875	3008.994035071119	3684.3022559891606	3522.8323475130596	5594.642118691555	3161.4049383145166	5091.171501508268	4545.404651221762
Adnp_p1_4	Adnp_p1	4840.139497031793	9229.102768052066	8643.827490934442	8080.844327575272	7620.68454202232	7767.492603032419	7175.653999523182	5880.249037835452	6996.641979056852
Smarcc1_p2_6	Smarcc1_p2	2778.477159942795	3599.522955428388	2073.956169032664	2730.8807038937725	4224.055678370345	4834.528345017542	2112.5046952148164	3014.245305108929	4472.336271933089
Tcf7_p2_9	Tcf7_p2	4429.396027989778	4966.477299050764	7303.665135945114	3498.391334104948	4184.7737992877555	5505.066421457243	8880.116894560195	3017.3336712002297	5113.407901541254
BRDN0000737945	NT	4768.760681103706	5438.181507961105	5691.9551300104085	4714.349255617906	4771.4946315426	4302.192772882207	4476.206294442996	4433.34952406134	4327.5781620215685
Tfam_p2_3	Tfam_p2	2209.968852162198	1160.7381056956037	1421.8902887690044	1477.2381360529332	1638.1379362101059	2431.340353502734	2987.4051316320897	2226.7119518273958	2647.0054383821
gRNA_2174	RE53	3782.4466892776077	4471.311362472107	5061.8591244187055	4540.9998825096545	5547.102797258405	5093.018214179411	8745.328311918878	3832.6623193034643	5281.603038771783
gRNA_244	RE12	3266.4005500943326	2685.7504041361044	3775.303263628951	3122.8010257037345	3207.7415301910137	4030.9063755440066	3720.164880900338	4051.936311785774	4174.548160115103
Mitf_p1_3	Mitf_p1	3570.4541281908323	3900.8209318004383	4717.3714895624325	4406.591310606879	4422.972427767286	5750.759762442783	7031.062610871588	6332.694670210922	5063.776549571589
Zfp236_p1_3	Zfp236_p1	2170.117781785386	1394.120554606741	2555.5358218419433	1435.785025092264	1658.1967680820665	3004.6248158023263	4489.685152707128	1683.1595197585723	3399.7476099220094
Zfp985_p1_7	Zfp985_p1	3879.1738126289206	5233.20009780635	5172.5872927653645	5689.125440632427	6545.029682888438	7757.255380491355	6912.203587996973	6944.191156288348	5657.974124541738
gRNA_1825	RE47	6161.025924648026	6498.898564123364	7974.185710933217	6368.70522941188	5763.571024543312	5888.9622667471485	6373.049257431706	7436.785547850719	5478.749797984617
Tcf7_p2_11	Tcf7_p2	3247.8622357101826	4278.678230037518	3064.358119244449	4255.852725295355	4147.163489527829	3759.619978205807	3533.9115667050646	3690.5974791036583	3452.1362592233218
Arnt_p1_2	Arnt_p1	3546.366930589658	3836.609887655575	2871.0232221312344	4435.482872791587	4203.161061837052	2602.8138310655586	1720.3924548037137	2686.8784994311154	3035.7843621444704
BRDN0000738309	NT	2197.736086888303	2454.837610769	2646.051705490403	3233.3426549321853	2554.1579250296345	1453.6856008311083	1786.5613953730874	1025.337542311644	1659.8929936521083
Zfp281_p1_11	Zfp281_p1	3892.9199096892767	5417.189435836823	5215.648247122398	4208.1188399467055	5158.46292973917	3813.3653965463936	7326.3721419312	4272.754487313733	4160.761673456863
gRNA_3988	RE85	4255.6150945111485	2076.980312531921	1955.3188458041004	2395.487351575632	2926.082099322235	1724.9719981693083	1552.5194018777104	2393.483720757603	1614.397587679916
Pias2_p2_2	Pias2_p2	4030.5069912750423	3627.92399418477	2950.1147709502766	3073.8109854774893	4450.553321591232	6626.042289703767	5329.050417337145	5355.22680231443	6013.665480324333
gRNA_6441	RE127	3304.233844755863	2800.589386933648	1263.7071911309197	2379.157338166884	3361.525907876044	3490.892886502873	2119.8567997225246	4604.753842128497	4119.4022134821425
Myc_p1_4	Myc_p1	3587.8574437351363	3374.784300921367	3109.176663575239	3292.3819341791987	4018.4526516827495	4445.513888457104	4059.587039006199	4275.842853405034	4502.666542581217
Zfp445_p1_6	Zfp445_p1	3157.1884395047146	4040.356470038314	3330.6330002685577	3877.7501071389497	4097.016409847928	3160.7424595535545	2246.0679271048484	2896.8873936395244	3289.4557166560885
Stag2_p3_12	Stag2_p3	1136.8905045789895	1606.5109313935961	1300.6165805798062	1011.2046764648054	1731.745818279255	1225.9073992924311	1021.9425265714368	628.4824995795769	1355.2116385050022
Prdm14_p1_11	Prdm14_p1	2876.8437260627743	1885.5820078693478	1798.0145431528942	2111.596349238929	2039.3145736493157	2198.443540693525	2516.8704431387664	2577.2415031899604	2698.015439017588
Zfp292_p1_11	Zfp292_p1	4025.588662969043	3848.958165375741	3712.030024573717	3946.8386254067314	3946.575170808225	3631.654696442505	3200.616162355627	3818.764671892614	4214.528971423999
Zscan10_p1_2	Zscan10_p1	4649.20746997327	6019.785388580924	5384.376884603022	5974.272597846726	5852.999983305802	6700.262153126482	5184.45902868555	8404.988317473311	6300.424402815727
Rlf_p1_11	Rlf_p1	2907.488694738614	4552.809995425203	4387.82336948309	3985.779426612208	3593.038259064921	4732.156119606901	5096.233774593053	4393.200764874438	4459.928433940673
Zfp985_p1_2	Zfp985_p1	3860.257165298155	3906.9950706605214	4219.094732002466	4588.7337678583035	3998.3938198107894	3519.0452484907996	3723.8409331541925	3597.946496364654	3861.5949129730525
gRNA_2056	RE50	2883.275386155234	5795.046734073902	9513.834527943907	4758.314676333768	4667.021548876139	3864.5515092517144	8079.962853971288	2571.0647710073604	4126.295456811263
Zfp213_p1_8	Zfp213_p1	2279.5821143394137	1465.7405653837038	1308.5257354617104	1453.3711933786085	1962.4223848068004	1883.6489475558024	2469.0817638386634	2198.9166570056946	2181.0221893335843
Sub1_p1_8	Sub1_p1	6272.886365863951	10279.941202038191	8820.46528329697	10070.593653687385	10227.49690071585	9579.480992800773	8358.117474512914	10237.93359265994	8776.47740663565
Nr4a1_p1_3	Nr4a1_p1	3960.767618115621	3046.3201135649515	3345.5725150454878	3096.421773274218	3501.9377309797674	3411.554411809626	4062.0377405087684	3182.5612570847866	4717.735734449763
Son_p1_8	Son_p1	3140.289567889231	4378.699279570862	3553.8469269356324	4362.625889891018	3929.0236929202592	4450.632499727636	4813.177751046287	4542.986520302495	5318.826552749031
Dcp1a_p1_2	Dcp1a_p1	4463.950437113976	4554.04482319722	4326.307720401612	3715.7061279290615	5135.896743883215	6045.079910498377	5148.923856898295	7183.539528364108	6722.290894557874
Smarcal1_p1_12	Smarcal1_p1	4057.7469634313443	4018.1295701420154	3719.9391794556213	4221.936543600263	4986.291289504843	4317.548606693803	4830.332661564274	5390.743012364382	4928.668980320836
gRNA_4474	RE95	2567.7457086780705	5467.817374489503	4469.551303262766	6190.331236793244	4443.031259639247	2730.7791128288604	1739.9980668242688	2744.0132721201676	2620.8111137314436
FIREWACh_1	FIREWACh	4177.804618490601	5929.642961223712	8374.03742996282	5073.609550610372	5557.967997855717	4581.157087126205	8393.65264630017	3614.932509866805	5095.485468885542
Klf16_p1_8	Klf16_p1	4498.252624273763	4820.767621952805	4598.734166333868	4072.4541131663345	5399.168912202696	5528.100172174638	6319.133824375179	6355.857415895673	6303.181700147375
BRDN0000738159	NT	5295.778475738825	4229.285119156853	4188.336907461728	3994.5725107553803	4448.045967607237	6974.107856099948	8202.497929099758	5866.351390424602	6379.007376767695
Tfam_p2_4	Tfam_p2	4957.170488518128	7949.821196242869	6463.53712848951	8418.749989648604	5284.6664136002555	6449.45020087041	5065.600005810935	7751.798889163332	5966.791425686316
Grhl2_p1_6	Grhl2_p1	2407.710872259797	1350.90158258616	1851.6210373524673	1498.5927689720656	1516.1133756556796	1297.5679570798802	1959.3358513042294	1172.0349316484003	1785.3500222420932
Zfp213_p1_7	Zfp213_p1	5021.234867478319	6343.310264849272	5995.139400483404	6886.241038981445	5785.3014257379355	6861.498408148243	5063.149304308366	9181.712389435294	6996.641979056852
Ybx3_p1_4	Ybx3_p1	3045.83244221761	1890.521318957414	1855.1362172999802	1434.5288702146681	2572.5451875789317	2572.102163442366	2470.307114589948	3468.235120530049	2782.1130076328527
Sall4_p1_12	Sall4_p1	4165.571853216706	5408.545641432706	8545.402452404078	5089.939564019121	6747.289570930707	6935.718271570958	13440.872390841834	4014.875918690172	6565.124946653937
Ncor1_p2_8	Ncor1_p2	3416.094285971788	2330.120005795324	2727.7796392700798	2390.462732065248	3253.7096865642566	3951.5679008507595	4610.994877084313	4011.787552598872	3787.1478850185563
Mllt10_p2_1	Mllt10_p2	3229.702254272648	3839.0795431996085	3595.15029131891	4317.404314297561	3454.298005283861	3936.2120670391632	3210.4189683659047	4184.736053711679	4473.7149205989135
Klf4_p2_5	Klf4_p2	1580.2967180121261	1318.7960605137284	3014.2668049923886	1366.6965068244824	1489.3682664930657	783.147524391407	1209.4211915179953	650.1010622186778	798.2375775121019
gRNA_2075	RE51	3372.8382190754382	5228.260786718283	6775.509348831288	5498.18989923783	5918.191186889674	3652.1291415246333	6875.443065458431	2995.7151085611285	5036.2035762551095
Mis18bp1_p1_10	Mis18bp1_p1	2932.710891179634	4531.8179233009205	4395.732524364994	3788.5631108296316	4105.374256461245	3301.5042694931863	4331.614905791402	2591.1391506008113	3121.260579425559
Nfrkb_p1_11	Nfrkb_p1	2916.9470184039965	3200.673585067026	2523.0204073274485	4483.216758140237	3400.807786958633	7079.0393871458555	2655.335078033937	16326.64734165815	4901.096007004357
Pias1_p1_4	Pias1_p1	3868.580490123692	5312.229075215411	3239.23832163322	3586.3221755366703	5771.928871156629	4773.105009771157	2969.0248703628195	3411.100347840996	4424.0835686292485
Erf_p1_1	Erf_p1	3800.4805597329373	6677.948591065771	8361.734300146523	4721.886184883483	6405.453644446047	5420.609335493464	13486.21036863937	3079.100993026232	5652.459529878442
Myef2_p1_5	Myef2_p1	3506.1375272662303	4520.704473352771	3227.813986803803	3003.4663123321116	5631.517048052905	4860.121401370202	3644.193134320687	5900.323417428903	4731.522221108004
Hes1_p2_2	Hes1_p2	3951.1831834680333	4781.253133248274	3500.2404327360596	4139.030321678924	4717.16862855604	4913.866819710789	4650.206101125423	2788.7945804440196	5331.234390741448
Srebf2_p1_7	Srebf2_p1	4049.2975276236025	6114.867127026201	5074.162254235001	4439.251337424375	5611.458216180945	4489.022084256627	3312.1230807225343	3608.755777684205	5589.041691250538
Csrnp1_p1_8	Csrnp1_p1	3815.4877666153443	5065.263520812092	4659.371020428468	4922.870965298848	6098.720673737318	8107.880252522802	7283.484865636236	8942.364017359534	8258.105508285822
Zfp292_p1_9	Zfp292_p1	3535.7736080844293	4309.5489243379325	4216.458347041831	4475.67982887466	3537.040686755698	5382.219750964474	5335.177171093568	6735.726445125589	5030.688981591813
Arid1a_p1_2	Arid1a_p1	4995.003783179658	6024.72469966899	3400.0578042319394	3984.523271734612	5434.271867978627	7255.631475979212	3653.9959403309645	4830.204566793407	5379.487094045288
gRNA_1840	RE47	3896.198795226609	3792.1560878629775	4272.701226202039	4196.813446048342	4885.161345483709	5471.7954481987845	6638.950370460485	5901.867600474553	5123.058442202022
Foxn3_p2_9	Foxn3_p2	5107.242557342199	4260.155813457269	3285.814455937767	4587.477612980708	4487.327846689826	5133.967104343668	5895.162464430674	5491.114910331636	5604.206826574602
Sox2_p1_10	Sox2_p1	3832.5127492130327	3274.763251388022	4289.398330952726	3654.154538926856	4163.043398093131	4640.021116737324	6609.541952429652	4231.061545081182	3751.303019707132
Grhl3_p1_6	Grhl3_p1	2965.4997465529605	2994.457347140254	2217.1997518938183	2712.038380729832	3087.3885389592506	3237.5216286115356	2991.081183885944	2774.8969330331693	3425.9419345726656
Nme2_p1_7	Nme2_p1	2609.8667767345746	3383.428095325483	5111.950438670765	2792.432292895978	3441.761235363886	4335.463746140665	7322.696089677345	3230.4309314999387	4025.65410420611
BRDN0000738156	NT	2660.18505863441	1974.489607454543	2280.472990949052	2191.990261405075	3148.400819236464	3414.113717444892	3837.7985530236692	2676.0692181115646	3311.5140953092728
Rif1_p1_3	Rif1_p1	3592.775772041135	4691.110705891062	2822.689497852931	3989.547891244996	2932.768376612889	6160.2486640853485	5088.881670085344	9329.9539618177	5453.934121999784
Smarcc1_p2_3	Smarcc1_p2	1396.8052389037036	768.062874194325	64.15203404211206	281.3786925815111	857.5150625263105	1430.651850113714	120.08437362590024	1091.7374132745967	1322.1240705252258
gRNA_4590	RE97	3375.9909936305658	4247.807535737103	3523.967897381772	4486.985222773025	5608.95086219695	5773.793513160177	4256.868509963036	7168.097697907608	4905.2319530018285
Zfp296_p1_10	Zfp296_p1	1953.8374473036367	1462.036082067654	1894.6819917095015	2083.9609419318163	2360.2558836006833	1791.5139446862252	1159.1818107153229	2569.52058796171	2245.8186766273125
BRDN0000738231	NT	3574.11134667478	4051.4699199864635	4325.428925414733	4674.152299534833	3679.9598638434168	3439.706773797552	2641.8562197698056	3882.0761767642666	3399.7476099220094
Pknox1_p1_4	Pknox1_p1	4368.736645549125	1470.6798764717703	1377.0717444382137	1195.859443471422	1539.515346172967	1123.53517388179	1301.3224978643475	1853.0196547800795	1319.3667731935777
Mllt10_p2_12	Mllt10_p2	4384.878851271377	3031.502180300752	3255.0566313970285	3504.672108492928	3564.6215805796437	4256.125271447418	5017.811326510831	5474.128896829485	4850.086006368868
Smarcal1_p1_3	Smarcal1_p1	3574.6157906036005	3436.525689522197	3185.631827433647	2729.624549016177	4711.318135926718	5039.272795838825	2988.6304823833743	4342.242724367987	4549.540597219234
Myc_p1_9	Myc_p1	4388.536069755325	3248.8318681756737	2447.444038455919	2175.6602479963267	4068.599731362651	4350.819579952261	4030.1786209753664	4989.255420495364	4188.334646773343
gRNA_1940	RE49	4277.810627379246	6423.574070030351	11209.030057632046	6050.898045380084	6585.14734663236	5069.984463462018	10387.29831864037	2373.409341164152	4688.784112467459
gRNA_4532	RE96	2948.3486529730667	2572.146249110577	2071.319784072029	3183.096459828344	2853.3688337863787	4105.126238966722	3358.6864092713527	4306.726514318035	4175.926808780927
Ssrp1_p1_3	Ssrp1_p1	2430.28473807451	2184.410328697365	2488.7474028391966	1835.2422761678022	3018.8541967300525	1722.4126925340422	1203.2944377615718	1629.11311316082	1785.3500222420932
Nanog_p1_5	Nanog_p1	3585.335224091034	5293.706658635163	2180.290362444932	2997.1855379441313	6895.2234559864155	5441.083780575593	2719.0533171007414	3648.9045368711068	5105.13600954631
Zfp236_p1_12	Zfp236_p1	4140.097434811275	5043.036620915793	2978.2362105303805	2931.8654843091376	4916.085377952982	3503.6894146792033	2146.814516250788	1016.0724440377436	4958.999250968965
BRDN0000737561	NT	4354.612215542153	6200.070243295347	4957.282520980194	5917.7456283549045	4812.448079947852	4970.171543686642	5691.754239717415	7686.94320124603	5693.818989853163
Nfatc4_p1_2	Nfatc4_p1	4515.655939818067	5352.97839169196	4905.433616754377	5573.5591918935925	4542.489634337718	6741.211043290738	5565.543112335091	7259.204497600961	5398.788175366824
