sgRNA	Gene	noRE_High_R1	RE57M_High_R1	RE97_High_R1	RE93_High_R1	RE95_High_R1	RE96_High_R1	RE58_High_R1	RE61_High_R1	RE85_High_R1	RE127_High_R1	RE57L_High_R1	RE57R_High_R1	noRE_Low_R1	RE57M_Low_R1	RE97_Low_R1	RE93_Low_R1	RE95_Low_R1	RE96_Low_R1	RE58_Low_R1	RE61_Low_R1	RE85_Low_R1	RE127_Low_R1	RE57L_Low_R1	RE57R_Low_R1	noRE_Unsorted_R1	RE57M_Unsorted_R1	RE97_Unsorted_R1	RE93_Unsorted_R1	RE95_Unsorted_R1	RE96_Unsorted_R1	RE58_Unsorted_R1	RE61_Unsorted_R1	RE85_Unsorted_R1	RE127_Unsorted_R1	RE57L_Unsorted_R1	RE57R_Unsorted_R1	noRE_High_R2	RE57M_High_R2	RE97_High_R2	RE93_High_R2	RE95_High_R2	RE96_High_R2	RE58_High_R2	RE61_High_R2	RE85_High_R2	RE127_High_R2	RE57L_High_R2	RE57R_High_R2	noRE_Low_R2	RE57M_Low_R2	RE97_Low_R2	RE93_Low_R2	RE95_Low_R2	RE96_Low_R2	RE58_Low_R2	RE61_Low_R2	RE85_Low_R2	RE127_Low_R2	RE57L_Low_R2	RE57R_Low_R2	noRE_Unsorted_R2	RE57M_Unsorted_R2	RE97_Unsorted_R2	RE93_Unsorted_R2	RE95_Unsorted_R2	RE96_Unsorted_R2	RE58_Unsorted_R2	RE61_Unsorted_R2	RE85_Unsorted_R2	RE127_Unsorted_R2	RE57L_Unsorted_R2	RE57R_Unsorted_R2	noRE_High_R3	RE57M_High_R3	RE97_High_R3	RE93_High_R3	RE95_High_R3	RE96_High_R3	RE58_High_R3	RE61_High_R3	RE85_High_R3	RE127_High_R3	RE57L_High_R3	RE57R_High_R3	noRE_Low_R3	RE57M_Low_R3	RE97_Low_R3	RE93_Low_R3	RE95_Low_R3	RE96_Low_R3	RE58_Low_R3	RE61_Low_R3	RE85_Low_R3	RE127_Low_R3	RE57L_Low_R3	RE57R_Low_R3	noRE_Unsorted_R3	RE57M_Unsorted_R3	RE97_Unsorted_R3	RE93_Unsorted_R3	RE95_Unsorted_R3	RE96_Unsorted_R3	RE58_Unsorted_R3	RE61_Unsorted_R3	RE85_Unsorted_R3	RE127_Unsorted_R3	RE57L_Unsorted_R3	RE57R_Unsorted_R3
gRNA_2178	RE53	739.4119928603318	458.46558947007964	386.2258525036565	292.703888629547	479.28048227414735	461.98339159499915	383.45273474395486	289.5643478216744	693.1922052935006	451.9949339616148	302.41570246295356	555.2338604754132	508.92794703343395	530.6884576073851	439.756018614991	448.80237623179204	566.4979573442463	427.163624500776	382.9596712913015	467.3616279045051	597.4940970475805	424.3508901694442	395.3983432815934	511.50216801383186	473.60616215962654	410.0204506246844	382.8485426977713	427.9288291870275	545.8600858440426	600.3016227157532	466.285024976182	376.4738261413086	825.7710732511891	693.8663378684516	347.7863597049925	468.9403165047891	466.7824876446905	412.84524276523484	554.6866462591468	405.7094794757684	425.6782940108187	386.44662840444266	537.5026993471948	745.265406472224	540.5249860186779	507.23529093483415	447.57346486130405	473.45435031762275	458.5512921756259	392.58631584868044	457.5249034437275	598.4370658441725	331.33461553531464	576.1265112073934	335.0903328764559	654.191548170408	707.2915213035984	571.072661827315	359.09362073338775	485.21425147513264	539.458246330527	549.3141539654569	507.1771635807016	478.3534028843883	420.6018077972776	452.10285982026517	359.4493253325673	586.7146988360786	581.2450437939466	568.1583430646798	453.99588016297145	481.1524017335461	542.8288126840602	560.357661271295	361.59183777626293	436.1663909341286	618.0988572203229	822.7764762572136	527.5495811035596	534.3801416074687	354.7780123250912	536.1212334807893	784.3477307577776	417.40476023395223	401.7434758122808	331.0922590252375	384.89449550614256	414.0398383552728	584.3136576938716	563.8283546123303	371.09538699974985	461.71334208347287	415.0891352783536	515.193710082486	713.2227843312324	457.69240584517354	389.773314508985	445.9420745602705	349.83861426007263	431.70285734106375	450.1470095858075	534.1907296853351	440.246230985376	365.70497915480195	466.19066467469736	502.39969414795684	1014.923167701287	551.7952758524015
Nup62cl_p1_4	Nup62cl_p1	331.36611531888946	579.8856999233427	328.86557737935107	292.703888629547	425.6439774632915	290.134497136956	521.6642699044133	246.90126209246216	573.5549718925919	208.7895380228779	232.02584068278335	306.59660979353373	410.4257637366403	595.1920270403269	423.16145187480265	357.82892159021253	559.1271660776854	289.93006187835476	313.73234609633545	356.78438507312495	591.4384136315576	387.97795672634896	331.35494965147615	223.39436107363193	429.5497749819869	456.73164120218007	508.7020691647182	358.0359849746624	379.2112122841791	420.0252840054496	372.45057722555714	361.3916697781745	561.432916038862	270.77710746085916	295.69177839897037	240.42952248492693	588.7346691014114	472.8954598947235	269.72646288207295	462.7745893056934	329.97723870263104	361.02250811467667	439.8151199428115	377.03140293704416	312.28501478823006	659.0946909202324	186.06579211819204	459.4191423042545	439.83491290315135	397.82080005999615	438.62713569279094	326.4910554540472	441.7794873804195	490.9247032119338	313.712959168229	579.6356398873002	346.665910112619	435.5463598356877	171.2831496385197	402.9917527942001	411.5234843549079	446.3177500969337	417.47989229241153	483.5303877640895	243.45178530137989	437.1573107352977	323.0410142951986	367.399619718439	389.0783150294173	471.5327745162649	288.4525431492314	301.8736986218687	349.6750020357443	607.6605807292615	344.90298372505083	211.04825367780415	333.0890127557311	275.1435313075198	520.7278192789446	576.2830778216226	421.29888963604577	501.98617367115105	135.76741135767665	191.26819913396838	273.1855635523509	318.2757844823251	263.0313480261413	328.8199881306924	282.6299757323618	346.74715348251834	606.042141756085	425.7752323434664	708.4187908750567	419.9683323895146	259.40949077567615	326.4732527932316	354.7143391298699	516.4402701709015	261.08899530324004	225.59472232579893	357.510048771655	340.2601017467646	360.4088315838829	485.5203023986735	494.76364089669494	465.6676410380826	315.4714908859199	301.8680689602285
Esrrb_p3_4	Esrrb_p3	566.8825278595878	272.1485234297276	525.1651855825296	391.36812075186623	392.3127209022597	403.95649216760796	275.5803170577434	492.8947989566432	309.6493099788226	779.3279825835625	421.0356547221293	330.11634972290074	374.30829652781597	331.31378845101943	607.0845665785567	520.5703237823714	547.5444940873756	359.5132767291599	596.533334126835	296.31245539971394	331.7168804554698	805.0542602071741	1198.7252590332814	543.4156481672078	328.2200844734156	397.0451199087134	438.900953645235	589.4736106212674	645.6226768186547	386.5719428014757	402.7663218834513	354.4306745336511	536.2941287535398	466.16740659454734	472.5198642405383	420.03243073435095	437.3457541896199	377.1904263446009	407.7260485426685	544.854541800791	469.3179752313523	439.83728101295117	456.61207929741136	552.9793909743314	968.1659429450405	636.0668310863811	489.64682136366326	344.3304365946347	390.7044173129057	436.20701760964494	649.4864390190306	826.7470401831602	613.4832557549955	438.18072683379216	443.58050444570716	423.9453608255158	300.1335731847506	655.9059195625321	1259.0813982199954	676.0516558210007	394.4655160914921	334.7383125727003	430.7683769277138	370.67211738660393	584.2842847233118	463.3120216339907	431.60397811571613	437.69291430742607	347.9562166929748	459.38556018446417	521.5959435374917	409.9682107921448	301.94158905943635	345.6751806543703	393.3801312071432	470.92727977517865	436.1776799024983	386.6164732520456	478.66028802715215	599.8240532228326	449.01592184894355	762.0150116328073	333.5999250502912	654.0356827023485	360.67636495146985	316.1397053918397	515.2036037025795	671.3073107313646	419.1815370412557	276.814954460834	360.25169062638054	391.0553636115958	280.18516631288867	572.9800503918959	1000.2290294447465	610.9563766098418	416.58311921066115	421.34968074260854	441.68415015725986	517.8935319838108	382.89943803183013	225.66473069215476	574.8292756907499	451.5428226727995	410.5485530844916	830.6183622587682	462.433691543809	334.86579309758145
gRNA_4535	RE96	1232.3533214338863	510.8018439757965	769.9023594462327	587.600315750701	723.3265791635413	118.28560267891282	431.4896707448459	420.27678069415435	526.3032914737455	705.9074856963967	329.78953759968647	569.513702575386	847.1187763524256	542.4163793224654	922.3813346421352	705.5496815535829	614.9345856673602	2870.307612595712	568.5478196863169	774.040699819661	697.0764465555105	646.225784172325	402.3595817196496	562.0318449233438	654.2373495879492	721.428387807989	799.540050495898	764.8650876070136	773.726912956509	559.414205688674	522.5856936265569	754.6879010937481	502.77574570644356	776.9456776575789	410.1531119727654	609.4991142652079	544.5795689188055	805.0482233922079	324.3886364229582	576.9048089655435	625.5020974943145	109.32371724599365	449.09765011245884	903.6185957057826	541.3489570339502	824.0239572978165	742.0869603778185	662.461818230982	711.222412354032	575.7932632447313	502.28277443278785	518.9571430367433	623.3204508181223	2696.028638713471	929.9157563078679	755.0613064357894	430.42411658278195	951.7877697121917	539.8925009073807	482.16897374620925	547.987230462235	655.9890008292845	471.74120455322895	652.3000948423477	606.0395506438606	581.0082206781093	800.9828428221113	716.991604807668	512.4446100387447	865.7650941937978	450.5390587404107	648.5670730216567	491.7651615931261	604.0218946171102	734.3095782533339	566.9335441933171	596.4415742062961	75.20000051813243	496.8516528927921	759.4318664430369	643.0351473392278	533.1093164387624	558.585921014441	355.11564759563333	549.9421802230332	856.5677152846467	592.4238159671347	787.077673300606	832.0118386727954	3614.6205369333106	895.2073783792667	809.5211499062473	624.0173333684581	804.9393037465696	494.90179445855944	524.8766122077678	709.4286782597399	636.1232534168565	712.0608962815638	670.788293958771	731.4888905769371	781.0115288798794	1010.5133695674692	725.1509488864166	757.9357903098306	573.4939904896488	429.8368124505178	566.4609310245584
Zfp217_p1_12	Zfp217_p1	356.01318174756716	370.5406819004753	454.4208462625529	590.8891234881117	441.73492890654825	419.579118936521	726.4533128555804	366.7209922255688	318.6975041015804	429.05102868437547	909.8541393066448	944.9895507334944	495.79432259386147	630.3757921855679	518.5802106308856	377.03442868121266	573.3422635203384	593.3901933110327	608.3167086281059	581.3944095743659	804.7330406181376	668.0495442381822	1076.2074625234918	714.5073612116958	548.502020361614	487.87243492051056	540.4298489463014	429.9069285515283	440.99599874004684	459.0541820767524	734.7959062318162	543.5377120098708	364.89330635361586	529.2461645825884	758.6731981750257	699.9170543450095	384.78015873413676	474.77202918002	573.5047715765007	608.9550761302959	715.8438937052438	505.9399937663427	491.0900484989584	359.4366041333154	369.9629858572963	308.69779669162915	406.9509137555779	431.348726277518	472.5885766299818	539.1518737655211	594.7823744768458	497.9183399406591	579.500218264194	543.6686795900754	640.7867769040998	468.53271773992356	739.8641571531062	580.3836291397168	1172.938995477816	902.4173003376421	449.90391294759365	500.2682473613982	532.6467591316975	430.7251419911375	555.2772634959133	508.14866888889304	718.236681373546	342.0940336664037	374.05293294494794	403.066657373388	586.1232767586247	1084.8997989772836	555.0396857710227	312.92700564500893	556.2951350404045	412.164824829594	444.84059310810903	480.39529742759896	862.9528708137968	387.95527461194195	321.5175736696139	432.71208170453224	952.6993208412966	330.40311921195246	516.017175598885	555.3805635262048	424.71116745505384	460.66956772343946	417.19677597571945	858.1263588285852	474.71293012305665	708.407146230975	766.5312698140262	542.86604206164	1297.6607150858881	796.7626973313916	626.9369714853515	441.0235957967381	502.054530494175	434.70079385037667	417.8956232282878	687.572226327659	1327.581898619113	574.0405785266084	332.3488286874456	680.1354350021868	1081.7743943163416	295.75737930516317
BRDN0000737881	NT	531.281209684831	617.5678031674588	550.658641193332	563.4823923430231	561.2677110564555	787.8267499180421	632.0649473801453	306.8111271590155	767.085790629356	468.0556676556823	350.6457929419591	355.3160710757939	728.9161563962732	782.8387744816122	647.1881028673453	399.2723842602654	381.1752054992884	564.3971871231972	290.16559709379385	572.7555624781643	603.5497804636032	659.5625264347933	426.0277924090408	467.17789002303186	607.9781430514275	563.1293530731425	606.0005938282402	607.9358713566091	702.3059671451389	579.8579142022136	450.40534920299933	497.7111599834249	494.3961499446695	786.1767154119264	388.8750435519958	418.3884681874455	548.7848165552442	461.6360441829444	577.9852776044421	741.8464277890254	571.9095065217294	490.6855215924831	391.6343681098804	622.1018148461229	380.67460905583715	449.9768286452578	656.1267406273088	436.494969215753	559.1518307651764	678.7381194006075	716.1259358249648	373.2439512231232	455.6409895148254	460.49548607069823	336.15920156186723	530.6626413091802	469.97660297147	604.1783233825216	252.41727315150268	313.663606079113	590.6321511207746	507.625133352007	666.6389792043283	623.308979516021	462.040409550704	474.5211834477163	445.50533323907507	549.2249417219522	431.78203253264604	664.7839116130948	306.50483280038173	332.192891059873	735.9826233323761	642.2280987946986	449.80435204695567	508.17108924773237	487.2888678156014	514.0141211886464	310.39016301998225	459.5198398316206	487.8197669470004	519.0537035759702	447.6445505907396	533.5197908586446	382.1026836614582	578.8774335215443	470.5606684871335	378.6655609035602	378.69241130431624	512.8361261590187	324.10603604848285	754.0911840360678	656.5326489652625	548.5632868808776	632.8855661477488	723.8048482345118	563.0058987352005	606.6123808356621	483.4790288520473	493.16055578197904	435.05061597164934	592.3699180669063	501.83508195224204	435.44822701317497	446.6407335754359	478.7015953673928	536.467281348911	516.964344818529
Gmeb2_p1_2	Gmeb2_p1	958.4970277819116	1147.2106987653133	677.488582857074	582.1189695216833	472.7674781185434	662.8457357667379	381.7672282176078	500.1566007828921	897.7819279580798	1171.668762824355	374.10908020201583	423.3553187286055	656.6812219786245	888.3900699173353	493.6883605206031	427.57523681542347	416.4497065606866	461.95523192617856	272.4905353418876	449.2200490024818	339.7911250101668	489.8221703670156	1237.7081942863963	385.6212185199599	588.1527688214898	651.3616019417454	591.1942965968346	503.09660503806157	585.5383890725815	538.9704971751344	368.1197565601437	553.3991219396123	498.9668385420008	632.3260861728019	476.1884967268779	576.2088726903719	588.7346691014114	1030.2365376277905	675.6603090135649	469.8100138052732	535.9259097258509	648.315067389032	607.3426882426362	609.5341014148881	594.9070730266546	669.6750589520019	281.09354559765853	719.0704905515673	512.3608825839901	509.4897965680653	464.4872389309147	285.97187912084803	498.1197863783272	559.8975953987344	610.3240193698766	445.873569144077	353.6457606517992	321.7456482396648	909.0026800991615	551.1952689351402	671.657500372	652.31055783398	698.7528170729753	541.5126184167426	585.3202497671474	603.4265443055605	490.5192450670946	687.93704304422	515.6078483723172	493.6186187559026	323.78893991318523	551.0183669167734	1080.10722851041	1164.3795558884053	636.5605759533772	546.6563590360378	471.26247838522164	598.061180591265	694.6827458066269	473.17360556432243	753.9032761908188	783.0984309269957	579.5328930524826	320.41654952265674	553.5132333413646	786.0771052986283	474.18036593703454	341.683361749497	726.422549986267	690.5804653391332	477.12264042824984	824.140042003877	395.71830896536375	422.41000874061643	480.79678668588673	495.48352192413284	816.6678970664447	791.8750809287156	485.5429734789504	553.1192859682379	535.2357735928808	629.3930379460879	403.749134116122	606.2297698458575	473.7098689436441	622.0750929898051	453.0413704491319	571.9605517141172
Tox4_p2_12	Tox4_p2	668.2093565108183	445.90488838870755	510.5064486063182	497.70623759481026	704.1706845882356	332.5387697954342	459.3005284295723	525.5729071747633	379.5214757045634	458.11330870221195	314.14734609298193	356.9960524993201	899.6532741107155	562.940242323856	1017.8000933982181	1050.2379930289007	772.8801128079493	597.2559274694108	489.01004180273884	1016.7923032229252	1230.649440878406	825.6655891582615	733.7145313711258	715.3938467715118	623.3978785636015	526.7984270684236	643.016336906754	727.9405661363302	802.6353910230158	481.35640954606833	498.04437652254734	730.9045006749596	676.4619124050331	820.0238538445337	421.89273592905204	457.4325786764507	475.19298291756775	328.3996249268913	427.44027506561065	467.4648723054132	514.4888733368168	310.17426753514474	533.9664973778054	838.2664858633616	337.0041452464013	418.23572454994917	851.6227678236157	297.5464098834072	711.222412354032	448.420814102715	809.6201552243352	1118.1734238104004	1025.7511579460347	641.0421744420292	729.5028777932413	879.3211535743027	1070.2437493409714	827.6415388801666	853.4107806550804	471.00295540682333	624.7480876476063	579.9678455929935	697.6454433533668	675.0788283130328	861.9229164712684	536.171573423207	491.8431836502716	627.0161877337645	589.9439492112709	690.734778594669	585.7391854894513	374.3761153214441	294.171033458642	320.20437786931143	574.5734037631606	466.7890787226727	772.7318579404737	320.2635316183993	392.2513049153622	474.586064088395	371.40823165282984	489.9385055030434	227.31343730171002	698.0442948924651	514.2316490397194	811.7100543844532	902.5112308419895	954.3015303450658	893.1424794913119	671.6404947707603	695.2014230482328	638.3582882631657	1140.8033067900083	889.5840839180997	772.7091214594608	852.399618225415	466.07814327529417	501.6848338803043	740.9561210582069	543.3759923129709	688.258308863666	509.50864976588065	889.6167361880654	594.6058952027954	654.1707713983657	689.6146745144124	441.43909144982484	727.1720689527772
Zbtb44_p1_4	Zbtb44_p1	473.7713880179163	489.8673421735097	569.7787329014338	475.7808526787393	458.97523402432336	470.9106068915209	663.2468181175659	389.41412293259657	410.18480023168706	686.022767789456	470.5692611600269	576.2336282694909	659.9646280885177	595.1920270403269	453.5848242318146	539.7758308733714	424.8734680081847	531.5384467769837	894.0635402839231	718.7520784039708	515.4059440748273	453.44923692392035	508.1704059781042	455.6535777454239	407.521581393167	435.97111205662645	512.9324398022626	456.9409531997073	448.3648264824898	531.5364213520292	545.6834038420953	505.252238164992	427.359383850477	403.0886486065063	510.67364209846994	640.7344026564122	552.9900641916829	410.9686734799383	283.1679809658972	676.9641796262339	343.75819066701007	592.3820027515469	590.98775413421	453.6944548675765	194.45715960428046	391.47361717547324	474.413364699016	462.22618390692816	503.0026929477529	605.4553404421871	454.54104537779017	370.1270915051848	461.9010227368151	732.329825865736	742.3293020181774	375.7033025246813	293.1537226455704	433.4772559884873	372.1151467292986	444.61054842282033	614.0868574829715	452.448488422441	388.6881755825901	460.75165429340433	435.10531841097685	551.1171225081745	609.01174826144	436.7556703795729	271.2476871038417	296.5024589171361	666.0142607466942	469.2883699099793	647.1762736090125	431.1843042899251	515.7650609160322	529.2759146155128	970.679424688678	712.1882402011365	953.9096951419967	427.0332937779507	687.3823988798642	597.3635466686698	356.09852464670615	478.00123394188205	507.08954280305664	871.5202689180445	488.65915573663864	664.8756239219624	410.4485883528962	547.802225669861	575.9207629411702	392.2736046197316	577.6657132623753	628.324714350204	339.1334477516522	659.2450249329564	538.258386702884	559.0670861215156	460.2596517993876	487.91416689068143	516.7083814300504	528.9017125597377	1074.3832890886636	529.3333683609848	430.09848418375304	641.0335720142563	407.73723340421867	684.3972413673197
Tead4_p1_12	Tead4_p1	958.4970277819116	703.3992605568345	308.4708128907091	618.2958546332004	365.8775863883379	517.7784871982599	696.1141953813334	387.5986724760344	419.7356718057092	429.05102868437547	711.7197135550546	1134.8274515919563	771.6004358248838	571.7361836101662	495.07124108228544	434.650949954213	483.3133130502027	432.9622257383431	795.3777788357801	859.5652860720566	385.5451774867833	516.4956548919521	487.28669066393553	370.55096400308787	621.1950592047195	586.4849483618904	487.550215976996	585.5174118922656	599.7092116542025	399.58157549191	791.0965748821911	496.5509941093377	821.2003846538578	426.166242992375	701.4425313881283	439.3489906604904	569.8110547374374	658.6758191390792	384.42741719737313	432.2877498075143	372.8513114806991	635.6030072441491	387.65614089431733	549.209076944961	645.9932759735418	698.3042900967902	294.51349551651447	407.95671292190417	463.2303869937445	659.5450106257831	434.64865827154114	381.0361005179692	666.2463929117662	574.097896731311	603.9108072574085	466.33989690806743	451.36366820032265	614.5238426185238	1222.0201319239416	922.7191518637983	611.9546114500445	663.3458868198933	450.7011038806671	375.84910226630507	506.58690643563733	560.4580906862791	520.9698324801666	528.6055753091827	613.6682367130646	531.7167000692776	737.0711455437751	663.0675563615719	419.6100024428932	474.8485376357403	458.5461327404477	568.1750045090688	789.191393031134	546.7482390612453	691.2718648943195	607.3571653512198	875.858217927569	759.0030945907804	836.3272539632882	616.2898345546715	610.6500832346668	469.9373999067887	415.0586409219844	758.1350826582957	478.72436900734317	485.15463071293533	689.1771472852497	444.0488474655036	539.6158758618596	454.1518013049402	610.194901469971	542.7224170228319	690.8680442355025	498.4058480379494	343.13079422263763	678.2831352320533	575.7215564672142	659.3641349911397	768.7201028086616	428.29507338667514	756.4319494560413	609.0411386604948	771.8277981919966	702.1182413670092
gRNA_2064	RE51	922.8957096071549	818.5390204694115	847.02006266891	776.1586260289112	900.7101629308715	580.268994273912	739.0946118031833	657.1930652755243	867.6212808822205	621.7798330131858	625.6876602681798	674.5125415457742	925.9205229898605	897.1860112036454	691.4402808411808	680.2792774864776	593.875182048615	715.1608192999417	608.3167086281059	763.674083304219	843.0857022529485	803.8418290924043	945.336179888035	859.0045074617037	958.226421113663	729.2135862375716	767.8122707143148	757.6120566038437	561.1645742321933	717.3883169296616	922.464801733066	855.6223321393377	814.3443517578609	647.7111490967143	741.0637622405958	952.6762959317275	796.8944271051247	775.0231148274636	655.0499812850344	706.6693052911264	739.5777554216743	683.9088357947044	653.313313844699	658.5481837967038	1056.3308415791846	858.8769343436456	866.856224488263	779.4218850090509	889.02801544254	720.6139930911334	853.383406858083	637.3978123184024	723.0338371398161	878.3900681436667	919.2270694537546	880.7830341288734	1084.2034504193318	633.1457772433275	481.79646184870154	803.9533204357847	908.3368100268953	709.939498093749	909.1538237985939	968.0961725041192	658.8737678794793	831.346167851314	906.2359601846862	657.9452373529188	1349.1211492686705	540.5510377651327	625.684677483486	855.5285170549903	533.9481777117238	920.5875863742704	931.3969975247916	866.1254802894982	652.7505100427657	567.0964744955634	806.1048556086719	739.1866275979962	687.3823988798642	592.3436849319583	1021.746747188915	640.8330990453135	666.0014065688033	862.9759525561029	898.8915333920884	648.7964068984567	697.8419906425449	1162.6228087355025	671.1043199963009	497.04233131941146	866.1526622808311	690.9944073618176	764.1234645543557	710.1580563171099	820.7924824051642	854.1758119334594	808.0343214325571	702.2666273065569	670.41711641057	618.8150036948931	1058.415809208365	644.6779705882939	763.951153724988	566.3845608554797	1163.5428367876484	818.221344813251
Sall4_p1_12	Sall4_p1	640.8237271456209	787.1372677659814	620.7656441230386	563.4823923430231	886.5348009451454	772.204123149129	1253.1741023390348	508.3261278374221	937.4934466079612	318.155486511052	542.2626388990892	481.31467784025983	794.5842785941356	592.2600466115568	836.6427398178288	1110.8869627899537	777.618478622167	690.0335472704843	561.1832106230225	874.2513261355991	757.6332807157382	1122.7112122768724	2501.8690946374063	1120.5177476074236	581.5443107448438	560.5342869299483	694.8383772166733	781.3492489778545	683.0336484341343	630.0379260081744	844.5100297556237	730.3244177379161	752.6400556938883	572.3243407695433	816.6375914591912	919.7970449936179	616.0687787382626	716.8494669832713	946.2828731012262	804.383534451957	418.7878180286292	765.2660207219556	1071.0271714788264	726.4138363253718	585.8433918586585	563.8713786343064	732.6567252997036	662.9296584980943	673.7896538090829	439.69667375052205	693.2496906527784	1173.497683803807	785.1870241295715	515.2680769249222	552.6051103576641	1271.1051421992622	704.964904457205	1050.0702024542115	1008.6674367601714	1026.2585946471947	629.0125797134604	676.8335111360094	950.126651424109	1033.326181988354	726.2114957287971	612.7675124836652	800.9828428221113	895.0679510997685	551.1942796250079	623.3729536637741	1029.3646013847406	792.2536806626335	452.9123835891545	600.3832085049589	929.0128755174755	479.2036818801906	865.4250292405081	678.5694164400892	656.026095467142	595.5866776506148	498.9065798321595	683.7051685401077	872.7905015850641	431.62292724922065	733.8514158170996	245.64909540582138	916.9900206415936	1294.3769703922121	724.834741133838	731.3742481017823	837.3743310546304	850.332223678797	722.2550953843352	1097.1265737617553	352.62519431681744	1288.0472063578623	560.9436060658408	422.989173663786	794.6186813576871	781.7119448033498	778.8366705486151	514.797666891478	595.3588926797053	756.4459960023532	718.8359281113076	654.0675263435664	1182.3274789770028	908.0484827427117
Zfp771_p2_8	Zfp771_p2	388.8759369858041	343.3258295575025	404.0712714312181	241.1792340767803	391.16336722774133	611.5142478117381	332.0447856903697	316.7961046701077	359.4143776539905	454.2893244893387	505.764192050112	204.9577336701979	479.37729204439586	536.5524184649253	210.19784537571897	495.29991971526596	492.790044678638	481.2839027180689	564.1290542483403	312.72626488249693	571.252802244815	299.4704853481506	389.82935253114846	398.0320163573839	354.6539167799994	422.9957813406554	286.6076106936354	318.4739976846445	512.4169445514169	341.9674878628439	425.86403209898975	256.97674111032313	165.30657093681552	333.85586544890026	491.59675316950415	273.71976405976295	557.1953118281215	304.00422421803654	389.8040244309028	207.1541658209607	287.8687743670285	312.71667956412136	407.9893022183066	189.77247281164557	536.405130942316	488.56405323171145	446.48536081382923	501.52476634435925	318.17844763206693	516.4691088498196	305.3481420809225	424.6721365691068	380.9677360810905	367.17922017090916	467.63004986746233	360.3535567016885	344.3392932662255	344.50579055886936	318.0257310539766	390.81064187850643	319.8369049390476	398.4979911579765	531.539385412089	365.49513250690273	413.35005249042797	334.4066607761465	432.92791669889317	345.8430093778163	576.5001862935878	294.2938744931723	226.99794008148572	664.385782119746	372.98666883812723	547.6222598787656	603.977575186725	498.65322682696865	676.573521358195	340.6117670527175	119.38083193076241	348.40643593790907	454.5593282915231	213.84610998391034	280.844588065594	167.74051800155988	439.2395335547603	628.0072526027086	320.9465072245577	434.138859634655	358.4478484358465	396.2824611228781	712.069395184585	391.0553636115958	398.4855698672194	333.69576798391665	163.7407424045048	486.03574290439303	604.2517521223947	593.4964374662424	379.7658113501674	589.8440082073215	424.7576203256324	333.2080789126348	428.8408882137341	417.56534294692545	457.1676195519613	270.1583260984296	420.4444913558407	391.69520688968925
gRNA_4388	RE93	366.9674334936462	416.59658586550614	324.40422264746064	115.10827080937241	426.4102132463037	258.88924359912994	328.6737726376756	298.64160010448546	314.1734070402015	429.8158255269501	504.46067609121997	324.236414740559	357.89126597835036	419.2732013141219	522.7288523159327	1387.850591365429	395.3903029419414	668.772009399405	483.1183545521034	348.1455379769234	154.75635396502645	474.0605658750077	350.8464172780336	638.2696030675198	392.10184588099315	352.92899547441186	407.17317386365175	526.1744309572387	260.74313550182717	457.19566312097606	460.5105974222974	344.5692646039096	158.45053804081857	373.85702905107263	408.6856589782295	295.913258442987	338.52243473331157	382.8201342004905	490.16735945679045	67.2273896626514	367.49205238344064	368.6497442016065	727.5735552018772	466.2621682988113	241.42350747480583	367.2010081614137	689.8579660990277	332.63442991682786	458.5512921756259	335.0069895242073	263.5741291577996	1095.576190855347	491.8597531563375	494.9819321640985	468.16448421016804	473.64929968092116	190.7825814042601	604.1783233825216	479.2923222341033	381.67480869173613	507.47455583662224	503.9466903567026	496.1034263846164	385.1676750497672	359.47987021097373	562.3262843219001	426.97019307459647	391.76796184262116	151.0446304280868	464.9070212443736	416.7390270531506	340.10224560891754	491.7651615931261	409.3521876170175	483.18206014937994	42.62347084081143	748.4757009647637	378.654120256008	499.1255735009971	447.74935213101554	465.6461411766822	461.82727977745895	411.18130296896356	694.3204892456091	467.8079585014114	328.9561799347521	272.6838745592107	1185.0382946323732	452.9224751553719	349.66099510842184	925.3287571941814	350.853410343114	437.919037718663	308.4651123558644	142.276600141742	378.9609140140084	404.20936319450294	391.8388081614142	282.7604138857224	370.2451589001484	570.9181584990729	356.12715312355675	376.3763114641815	407.72975671048823	550.4057524869008	546.2411768920002	459.6712441630216	559.7391724039865
