sgRNA	Gene	replicate	reporter	H	L	lfc
Mxi1_p1_7	Mxi1_p1	R2	RE57M	360.3013027769322	499.02082814543377	-0.4698850332308026
Mxi1_p1_7	Mxi1_p1	R2	RE97	664.0109933409173	520.185922828412	0.3521737619606079
Mxi1_p1_7	Mxi1_p1	R2	RE93	478.4088659714263	465.1913129023059	0.04041911347420735
Mxi1_p1_7	Mxi1_p1	R2	RE95	440.99046286012873	449.3809562928356	-0.027190921499223798
Mxi1_p1_7	Mxi1_p1	R2	RE96	477.97346144760013	681.6144639636766	-0.5120164149537758
Mxi1_p1_7	Mxi1_p1	R2	RE58	448.65562486628517	526.9522619077918	-0.23205899362137591
Mxi1_p1_7	Mxi1_p1	R2	RE61	694.9945527472847	415.90501777537673	0.7407336500243488
Mxi1_p1_7	Mxi1_p1	R2	RE85	599.0269281030165	460.67013558589633	0.37887955119889366
Mxi1_p1_7	Mxi1_p1	R2	RE127	448.73207946504965	786.2594619361583	-0.8091373475481026
Mxi1_p1_7	Mxi1_p1	R2	RE57L	452.6512837495198	986.1301802287873	-1.1233608231306358
Mxi1_p1_7	Mxi1_p1	R2	RE57R	533.337904507994	478.108603440978	0.15770837296564233
Mxi1_p1_7	Mxi1_p1	R3	noRE	522.8473839963034	623.1487691488267	-0.25318229497608724
Mxi1_p1_7	Mxi1_p1	R3	RE57M	674.9762738040599	1221.8372397576507	-0.8561338552883577
Mxi1_p1_7	Mxi1_p1	R3	RE97	376.69127715593106	583.977855250699	-0.6325174422300053
Mxi1_p1_7	Mxi1_p1	R3	RE93	624.8683589284005	574.028047739155	0.12242901374654512
Mxi1_p1_7	Mxi1_p1	R3	RE95	553.9932994988037	683.9486631837913	-0.30401456611383304
Mxi1_p1_7	Mxi1_p1	R3	RE96	767.9247111733995	626.4759495692558	0.29370150601585443
Mxi1_p1_7	Mxi1_p1	R3	RE58	472.97548650663964	302.4186433017442	0.6452011303121504
Mxi1_p1_7	Mxi1_p1	R3	RE61	537.2050586556138	668.814313466561	-0.3161275485458401
Mxi1_p1_7	Mxi1_p1	R3	RE85	471.18954761926176	396.4101241908277	0.24930795157472033
Mxi1_p1_7	Mxi1_p1	R3	RE127	497.97028428178186	406.1321663999376	0.2941038069652469
Mxi1_p1_7	Mxi1_p1	R3	RE57L	721.506814643653	465.465256498199	0.6323285367468517
Mxi1_p1_7	Mxi1_p1	R3	RE57R	511.3462208705473	494.4337686997173	0.048522193489733335
Sub1_p1_12	Sub1_p1	R1	noRE	818.8303180194044	919.3537107700743	-0.1670535815964798
Sub1_p1_12	Sub1_p1	R1	RE57M	711.7730612777492	779.9067940528421	-0.1318826167053211
Sub1_p1_12	Sub1_p1	R1	RE97	505.40775748415774	703.886205896322	-0.4778863565062655
Sub1_p1_12	Sub1_p1	R1	RE93	561.289853851416	694.4307037640566	-0.30707982834910474
Sub1_p1_12	Sub1_p1	R1	RE95	618.7353947823724	569.1303827965894	0.12056133427240975
Sub1_p1_12	Sub1_p1	R1	RE96	787.8267499180421	570.1957883607644	0.46641403070445586
Sub1_p1_12	Sub1_p1	R1	RE58	221.64410821463764	623.0459267546944	-1.4910515661092272
Sub1_p1_12	Sub1_p1	R1	RE61	649.9312634492754	592.6249107994279	0.13316572991893305
Sub1_p1_12	Sub1_p1	R1	RE85	543.3943248167325	598.1669507604719	-0.13854627326668062
Sub1_p1_12	Sub1_p1	R1	RE127	782.3871699538611	508.0086370885632	0.6230197274161
Sub1_p1_12	Sub1_p1	R1	RE57L	362.37743657198746	652.9641654896736	-0.8494929734015851
Sub1_p1_12	Sub1_p1	R1	RE57R	399.83557879923853	472.49680338192786	-0.24089216639203195
Sub1_p1_12	Sub1_p1	R2	noRE	761.1498221953962	500.6631455386936	0.6043303349170277
Sub1_p1_12	Sub1_p1	R2	RE57M	795.6653769657253	601.96568430131	0.4024747407750226
Sub1_p1_12	Sub1_p1	R2	RE97	615.6215282391499	643.518722887156	-0.06393742422649928
Sub1_p1_12	Sub1_p1	R2	RE93	585.5036611316965	523.632432613651	0.16112082315591023
Sub1_p1_12	Sub1_p1	R2	RE95	574.206331849126	736.0010488139377	-0.35813305959089387
Sub1_p1_12	Sub1_p1	R2	RE96	803.4022011566044	768.8448864352187	0.06342904146634674
Sub1_p1_12	Sub1_p1	R2	RE58	310.743748060097	633.8391304489261	-1.0283676971719875
Sub1_p1_12	Sub1_p1	R2	RE61	1068.2556416549585	421.75253999365975	1.340767572277646
Sub1_p1_12	Sub1_p1	R2	RE85	739.9259717145926	530.4686409776988	0.4801057724730232
Sub1_p1_12	Sub1_p1	R2	RE127	665.3184368212733	596.9364599173202	0.15646515522307422
Sub1_p1_12	Sub1_p1	R2	RE57L	464.6204282717427	449.2426468589244	0.04855663449708737
Sub1_p1_12	Sub1_p1	R2	RE57R	549.2444735898114	643.5686933791509	-0.22864184909037555
Sub1_p1_12	Sub1_p1	R3	noRE	479.55428850616363	548.1566536638676	-0.19289033787570709
Sub1_p1_12	Sub1_p1	R3	RE57M	443.9197056824545	1014.6375679805666	-1.1925755472082513
Sub1_p1_12	Sub1_p1	R3	RE97	395.76425321445925	585.1844210673327	-0.5642382536172628
Sub1_p1_12	Sub1_p1	R3	RE93	644.3179038751786	668.8954281778388	-0.054007177973121046
Sub1_p1_12	Sub1_p1	R3	RE95	561.7899213838533	631.154018840527	-0.16795854050371392
Sub1_p1_12	Sub1_p1	R3	RE96	814.8141232611762	812.9618136270808	0.0032833588242605098
Sub1_p1_12	Sub1_p1	R3	RE58	445.68843920817966	578.3304732463635	-0.3758511591138748
Sub1_p1_12	Sub1_p1	R3	RE61	756.1361298868675	807.6937883940436	-0.0951612350641356
Sub1_p1_12	Sub1_p1	R3	RE85	449.01592184894355	628.8600399467057	-0.48596317284987683
Sub1_p1_12	Sub1_p1	R3	RE127	562.2245145116892	633.2080670524077	-0.17153039845489665
Sub1_p1_12	Sub1_p1	R3	RE57L	825.465861054674	271.6747149258263	1.6032926264716014
Sub1_p1_12	Sub1_p1	R3	RE57R	458.7051501354463	582.0881629384145	-0.34366390797894725
Epas1_p1_5	Epas1_p1	R1	noRE	725.719178177733	679.6650647478764	0.09458607962361157
Epas1_p1_5	Epas1_p1	R1	RE57M	464.74594001076565	993.9413653530582	-1.0967019573261314
Epas1_p1_5	Epas1_p1	R1	RE97	548.1092956322517	745.3726227467929	-0.44349126235193853
Epas1_p1_5	Epas1_p1	R1	RE93	487.8398143825783	369.95871554242314	0.3990337973739957
Epas1_p1_5	Epas1_p1	R1	RE95	540.9624628066315	562.2860766204972	-0.055774822392135666
Epas1_p1_5	Epas1_p1	R1	RE96	437.4335495295644	655.2419398450818	-0.5829528650933696
Epas1_p1_5	Epas1_p1	R1	RE58	376.71070863856664	920.5761329117825	-1.2890573693759577
Epas1_p1_5	Epas1_p1	R1	RE61	383.0600463346288	688.5161135672654	-0.845903151647157
Epas1_p1_5	Epas1_p1	R1	RE85	723.8555298206243	559.8142891256609	0.3707476348110881
Epas1_p1_5	Epas1_p1	R1	RE127	546.8297424408706	569.8426239418251	-0.059470758876957935
Epas1_p1_5	Epas1_p1	R1	RE57L	282.862963079573	847.8788417552479	-1.5837208489092751
Epas1_p1_5	Epas1_p1	R1	RE57R	476.2747335696812	410.4428141948079	0.21460792772181303
Epas1_p1_5	Epas1_p1	R2	noRE	481.5008543722258	582.5473048557697	-0.2748316512934472
Epas1_p1_5	Epas1_p1	R2	RE57M	621.1444334331487	645.5863860622745	-0.055680502109113454
Epas1_p1_5	Epas1_p1	R2	RE97	530.4919137082632	393.86926470373066	0.4296044854413231
Epas1_p1_5	Epas1_p1	R2	RE93	515.9311299691852	551.6841700750965	-0.09666227481634551
Epas1_p1_5	Epas1_p1	R2	RE95	652.2983929806071	384.9920431523696	0.760688089187228
Epas1_p1_5	Epas1_p1	R2	RE96	523.7368779691789	651.1852468224411	-0.314220430182825
Epas1_p1_5	Epas1_p1	R2	RE58	492.41612423747944	462.28570644040565	0.0910913382042857
Epas1_p1_5	Epas1_p1	R2	RE61	398.39651577014337	434.90946498479644	-0.1265070363415048
Epas1_p1_5	Epas1_p1	R2	RE85	439.1765511401758	560.7146599808132	-0.3524586426339457
Epas1_p1_5	Epas1_p1	R2	RE127	474.87181224942145	640.3876407085289	-0.4313994901142465
Epas1_p1_5	Epas1_p1	R2	RE57L	443.2210486714048	563.9322412075238	-0.34748846299420566
Epas1_p1_5	Epas1_p1	R2	RE57R	543.1625501173518	472.01804798313117	0.20253798577639798
Epas1_p1_5	Epas1_p1	R3	noRE	557.2598445141068	510.660595921388	0.12598309511378086
Epas1_p1_5	Epas1_p1	R3	RE57M	567.6350334955976	991.1406979852271	-0.8041153778740472
Epas1_p1_5	Epas1_p1	R3	RE97	1173.7827349352535	802.3662680613943	0.5488268428463181
Epas1_p1_5	Epas1_p1	R3	RE93	351.3332693577563	433.33489878347973	-0.3026344604309127
Epas1_p1_5	Epas1_p1	R3	RE95	658.3814036264125	641.8717285944227	0.03663800442936139
Epas1_p1_5	Epas1_p1	R3	RE96	442.35294422430843	767.7972684255762	-0.7955136782529613
Epas1_p1_5	Epas1_p1	R3	RE58	889.1029578081543	557.8479356522214	0.6724689471522746
Epas1_p1_5	Epas1_p1	R3	RE61	571.5748827413805	560.3908637424737	0.028508581198581556
Epas1_p1_5	Epas1_p1	R3	RE85	720.6428375353415	624.0173333684581	0.20769520982042455
Epas1_p1_5	Epas1_p1	R3	RE127	735.9117306019075	538.7965814764702	0.4497848624380152
Epas1_p1_5	Epas1_p1	R3	RE57L	188.52274834237386	320.1223503189195	-0.7638533298918312
Epas1_p1_5	Epas1_p1	R3	RE57R	465.4757058570027	770.5188667210032	-0.7271121400218042
Hic2_p1_12	Hic2_p1	R1	noRE	246.47066428677726	371.02489041792285	-0.5900803819608506
Hic2_p1_12	Hic2_p1	R1	RE57M	464.74594001076565	170.05486486866482	1.4503881909604273
Hic2_p1_12	Hic2_p1	R1	RE97	350.5350146485331	575.2783136598624	-0.714685446390566
Hic2_p1_12	Hic2_p1	R1	RE93	367.25019734418817	377.03442868121266	-0.037931982946576154
Hic2_p1_12	Hic2_p1	R1	RE95	340.97492344044053	573.3422635203384	-0.7497138406031992
Hic2_p1_12	Hic2_p1	R1	RE96	337.002377443695	340.18460593726957	-0.013558687878415132
Hic2_p1_12	Hic2_p1	R1	RE58	441.6027099029282	409.4722639191608	0.10898072927070523
Hic2_p1_12	Hic2_p1	R1	RE61	354.92056425791435	685.0605747287847	-0.9487158045138869
Hic2_p1_12	Hic2_p1	R1	RE85	351.87421588502565	448.1205727856853	-0.34881835272266165
Hic2_p1_12	Hic2_p1	R1	RE127	481.05721397945126	560.1431750236663	-0.21958290977428524
Hic2_p1_12	Hic2_p1	R1	RE57L	332.39656951747054	218.58288695496537	0.6047024388319466
Hic2_p1_12	Hic2_p1	R1	RE57R	534.2340926813355	593.9453250767199	-0.15285537080283879
Hic2_p1_12	Hic2_p1	R2	noRE	391.08803018879473	177.805603088508	1.1371483454453515
Hic2_p1_12	Hic2_p1	R2	RE57M	300.2510856474435	177.97246318473512	0.7544824134492021
Hic2_p1_12	Hic2_p1	R2	RE97	720.465369292979	412.76703245466723	0.80358641096099
Hic2_p1_12	Hic2_p1	R2	RE93	346.2992281459834	384.1529602359076	-0.1496575939412893
Hic2_p1_12	Hic2_p1	R2	RE95	334.57088935742405	329.098889384604	0.023790048798357305
Hic2_p1_12	Hic2_p1	R2	RE96	297.46220739026177	265.7484963667906	0.162639068957901
Hic2_p1_12	Hic2_p1	R2	RE58	435.8368927272484	588.4122113189441	-0.4330302811559178
Hic2_p1_12	Hic2_p1	R2	RE61	336.8147199570928	456.8376733033576	-0.43971518437386975
Hic2_p1_12	Hic2_p1	R2	RE85	186.21744945155672	509.5290893601581	-1.4521270890383768
Hic2_p1_12	Hic2_p1	R2	RE127	467.40331716817235	537.9670002721083	-0.2028456568143941
Hic2_p1_12	Hic2_p1	R2	RE57L	560.736285798684	231.8833283117971	1.2738868458838541
Hic2_p1_12	Hic2_p1	R2	RE57R	259.65134824731285	254.78823665326004	0.027275985020949585
Hic2_p1_12	Hic2_p1	R3	noRE	396.29833564051023	267.82898387485386	0.565257352419862
Hic2_p1_12	Hic2_p1	R3	RE57M	363.86861121512663	555.3805635262048	-0.6100454129111846
Hic2_p1_12	Hic2_p1	R3	RE97	367.949496462439	505.5510771695101	-0.4583384267906279
Hic2_p1_12	Hic2_p1	R3	RE93	408.4404438823386	454.2378809140372	-0.15331873329209883
Hic2_p1_12	Hic2_p1	R3	RE95	430.5467863188514	436.2504822048674	-0.018986268111138842
Hic2_p1_12	Hic2_p1	R3	RE96	451.2000031087946	265.1595879572199	0.7668837283030397
Hic2_p1_12	Hic2_p1	R3	RE58	219.43333869178232	381.93908337311916	-0.7995318520410793
Hic2_p1_12	Hic2_p1	R3	RE61	364.4142992107319	471.45927014855937	-0.37154458180851324
Hic2_p1_12	Hic2_p1	R3	RE85	304.88735434187527	514.7105277451584	-0.7554656884701341
Hic2_p1_12	Hic2_p1	R3	RE127	394.5611325055247	726.8056605113111	-0.8813040953864183
Hic2_p1_12	Hic2_p1	R3	RE57L	318.8594632457434	427.4430616327335	-0.4228000636900731
Hic2_p1_12	Hic2_p1	R3	RE57R	390.15327345468774	318.0752269979073	0.2946646121154986
Gabpb2_p1_2	Gabpb2_p1	R1	noRE	903.7257690515166	423.5593881762128	1.0933026964626529
Gabpb2_p1_2	Gabpb2_p1	R1	RE57M	841.566972451927	504.30063374845435	0.7387825837346397
Gabpb2_p1_2	Gabpb2_p1	R1	RE97	803.6811881305458	713.5663698280986	0.17157342290187272
Gabpb2_p1_2	Gabpb2_p1	R1	RE93	408.90842868472294	475.08359646158164	-0.2163986794286834
Gabpb2_p1_2	Gabpb2_p1	R1	RE95	459.3583519158295	423.2940127367788	0.11795730113511418
Gabpb2_p1_2	Gabpb2_p1	R1	RE96	526.7057024947817	483.21676979725794	0.12432409058554718
Gabpb2_p1_2	Gabpb2_p1	R1	RE58	650.6055191699629	854.2946513421341	-0.39294540181845206
Gabpb2_p1_2	Gabpb2_p1	R1	RE61	634.4999345684965	431.94235481007865	0.5547705635465799
Gabpb2_p1_2	Gabpb2_p1	R1	RE85	579.5871013077638	608.9326101667345	-0.07125588797805578
Gabpb2_p1_2	Gabpb2_p1	R1	RE127	686.022767789456	670.4744064677218	0.033073707585948575
Gabpb2_p1_2	Gabpb2_p1	R1	RE57L	694.774006089458	520.7006351666054	0.4160826705158078
Gabpb2_p1_2	Gabpb2_p1	R1	RE57R	745.0717613338751	828.8639984279598	-0.15375405860610572
Gabpb2_p1_2	Gabpb2_p1	R2	noRE	632.8897692840172	608.2823263554221	0.057212237184236146
Gabpb2_p1_2	Gabpb2_p1	R2	RE57M	495.41429131828176	615.9243088648186	-0.3141118840267563
Gabpb2_p1_2	Gabpb2_p1	R2	RE97	719.5692680873907	1026.4471746824495	-0.51244791073792
Gabpb2_p1_2	Gabpb2_p1	R2	RE93	762.9527012877647	664.6703348503635	0.19895185908402477
Gabpb2_p1_2	Gabpb2_p1	R2	RE95	373.61691992316463	480.23397717264226	-0.362169115532357
Gabpb2_p1_2	Gabpb2_p1	R2	RE96	605.0940628964299	659.2997047267705	-0.1237730458020926
Gabpb2_p1_2	Gabpb2_p1	R2	RE58	446.0034733892431	453.20032261440923	-0.023093428868834066
Gabpb2_p1_2	Gabpb2_p1	R2	RE61	730.1841503547422	649.0749662294105	0.16987276966498727
Gabpb2_p1_2	Gabpb2_p1	R2	RE85	754.7574499894953	604.9203800622881	0.3192630910413605
Gabpb2_p1_2	Gabpb2_p1	R2	RE127	417.6133499598451	613.4892906949235	-0.5548592984509417
Gabpb2_p1_2	Gabpb2_p1	R2	RE57L	563.6378965919502	574.9504555117561	-0.028668522711759126
Gabpb2_p1_2	Gabpb2_p1	R2	RE57R	519.7705367617381	681.1271187025397	-0.390042641321544
Gabpb2_p1_2	Gabpb2_p1	R3	noRE	344.1246051780341	408.88558204894355	-0.24875950261374583
Gabpb2_p1_2	Gabpb2_p1	R3	RE57M	642.2280987946986	546.8362471642632	0.23197299321856527
Gabpb2_p1_2	Gabpb2_p1	R3	RE97	379.0753991632471	489.86572155327235	-0.36989290202053776
Gabpb2_p1_2	Gabpb2_p1	R3	RE93	545.8287188255366	634.3251115773015	-0.21677046494921018
Gabpb2_p1_2	Gabpb2_p1	R3	RE95	808.2498020834776	508.4957849903869	0.6685549116623636
Gabpb2_p1_2	Gabpb2_p1	R3	RE96	489.2423563120851	576.9406419288961	-0.23786910262729696
Gabpb2_p1_2	Gabpb2_p1	R3	RE58	1024.4012339963517	1024.1268797071018	3.864293665024022e-4
Gabpb2_p1_2	Gabpb2_p1	R3	RE61	584.7578289660581	503.7426568641584	0.21514840088496792
Gabpb2_p1_2	Gabpb2_p1	R3	RE85	515.5367991598981	546.5340281164988	-0.08423432491242809
Gabpb2_p1_2	Gabpb2_p1	R3	RE127	454.7994733460629	621.8135774139325	-0.45124301493865027
Gabpb2_p1_2	Gabpb2_p1	R3	RE57L	1116.3960282496953	1978.3806554192226	-0.8254655108921423
Gabpb2_p1_2	Gabpb2_p1	R3	RE57R	1300.623754110985	565.8169879599737	1.2007818752949508
Smarcc1_p2_8	Smarcc1_p2	R1	noRE	178.00659087378358	177.30392993422862	0.005705824380039359
Smarcc1_p2_8	Smarcc1_p2	R1	RE57M	278.42887397041363	205.23863001390583	0.4399880533154494
Smarcc1_p2_8	Smarcc1_p2	R1	RE97	367.10576079555466	283.4905151448841	0.37288369602149574
Smarcc1_p2_8	Smarcc1_p2	R1	RE93	508.6689300528457	212.27139416368541	1.2607774088570212
Smarcc1_p2_8	Smarcc1_p2	R1	RE95	401.5075502984064	284.30194885306037	0.4979883163863353
Smarcc1_p2_8	Smarcc1_p2	R1	RE96	258.88924359912994	280.2657264824096	-0.11445605368830868
Smarcc1_p2_8	Smarcc1_p2	R1	RE58	594.1410505373367	228.30288096212206	1.3798174969753503
Smarcc1_p2_8	Smarcc1_p2	R1	RE61	374.89051928009883	431.94235481007865	-0.20436436515348005
Smarcc1_p2_8	Smarcc1_p2	R1	RE85	247.81998347331094	508.0045532330216	-1.0355190857558765
Smarcc1_p2_8	Smarcc1_p2	R1	RE127	372.4560623338518	397.6774056445077	-0.09452589540824932
Smarcc1_p2_8	Smarcc1_p2	R1	RE57L	394.9653355442885	199.09141932840794	0.9882590606112447
Smarcc1_p2_8	Smarcc1_p2	R1	RE57R	250.31723210540562	281.0159224616719	-0.16688796938463155
Smarcc1_p2_8	Smarcc1_p2	R2	noRE	241.80173909522253	189.50334013380458	0.3515848784915378
Smarcc1_p2_8	Smarcc1_p2	R2	RE57M	198.91634424143132	294.87594390412	-0.567922708215751
Smarcc1_p2_8	Smarcc1_p2	R2	RE97	323.4925352173699	216.82701945811436	0.5771659367915722
Smarcc1_p2_8	Smarcc1_p2	R2	RE93	338.48208981311694	237.66055349280288	0.5101589502575696
Smarcc1_p2_8	Smarcc1_p2	R2	RE95	505.30157202723086	282.595785449823	0.8383822186283564
Smarcc1_p2_8	Smarcc1_p2	R2	RE96	205.9353743471043	241.40512265380215	-0.22925432899392037
Smarcc1_p2_8	Smarcc1_p2	R2	RE58	368.2070300626754	169.41568663769777	1.1199037346474714
Smarcc1_p2_8	Smarcc1_p2	R2	RE61	483.85696710254	398.3624511205278	0.2804925685395955
Smarcc1_p2_8	Smarcc1_p2	R2	RE85	433.40875403326913	516.5089398993383	-0.25305967110353117
Smarcc1_p2_8	Smarcc1_p2	R2	RE127	387.7393696348487	320.7110963160646	0.27380518171786866
Smarcc1_p2_8	Smarcc1_p2	R2	RE57L	714.8843591909483	412.18138056287046	0.7944157322044877
Smarcc1_p2_8	Smarcc1_p2	R2	RE57R	326.084666177256	223.32036678771797	0.5461114122471676
Smarcc1_p2_8	Smarcc1_p2	R3	noRE	118.77849275499885	155.34081064741522	-0.3871346831469933
Smarcc1_p2_8	Smarcc1_p2	R3	RE57M	287.45620285995005	177.29456451028847	0.6971626723771416
Smarcc1_p2_8	Smarcc1_p2	R3	RE97	352.05534974699884	258.2050847596066	0.44726995979286943
Smarcc1_p2_8	Smarcc1_p2	R3	RE93	475.47930093293525	204.2060561985229	1.219316578588466
Smarcc1_p2_8	Smarcc1_p2	R3	RE95	294.97219465104405	277.0726447488603	0.09031152542611555
Smarcc1_p2_8	Smarcc1_p2	R3	RE96	309.6470609570159	270.9872712090269	0.19239301897294478
Smarcc1_p2_8	Smarcc1_p2	R3	RE58	361.5533767045947	151.8117492271704	1.251870073554338
Smarcc1_p2_8	Smarcc1_p2	R3	RE61	494.3604834254115	330.75243370887307	0.5797972192145765
Smarcc1_p2_8	Smarcc1_p2	R3	RE85	282.71372857155706	437.919037718663	-0.6313041421576779
Smarcc1_p2_8	Smarcc1_p2	R3	RE127	501.98617367115105	393.92378464442845	0.3497232166500944
Smarcc1_p2_8	Smarcc1_p2	R3	RE57L	487.9868671084492	125.10528633153174	1.9636138200366495
Smarcc1_p2_8	Smarcc1_p2	R3	RE57R	266.4213676432444	211.00039810752267	0.3364498511882735
Brd4_p1_6	Brd4_p1	R1	noRE	1136.5036186556952	1185.309605671417	-0.06066114327654763
Brd4_p1_6	Brd4_p1	R1	RE57M	1212.1076543524023	1363.3708993780888	-0.1696589355214228
Brd4_p1_6	Brd4_p1	R1	RE97	1191.8190498050126	1485.2137232468565	-0.31750294699228615
Brd4_p1_6	Brd4_p1	R1	RE93	1181.7782469762235	1290.8122397477441	-0.12731878321261225
Brd4_p1_6	Brd4_p1	R1	RE95	1309.8800710594003	1225.6572906109714	0.0958783323627162
Brd4_p1_6	Brd4_p1	R1	RE96	1410.5000168504323	1335.611151719621	0.07870606527254154
Brd4_p1_6	Brd4_p1	R1	RE58	1841.4158800341568	1826.4230476969765	0.011794458706931387
Brd4_p1_6	Brd4_p1	R1	RE61	1172.7809949391954	1139.4639319889875	0.04157801104765048
Brd4_p1_6	Brd4_p1	R1	RE85	748.9894023838403	1225.2666111752746	-0.7100710075753868
Brd4_p1_6	Brd4_p1	R1	RE127	1286.3882892105516	1237.8921681800073	0.05544009059273545
Brd4_p1_6	Brd4_p1	R1	RE57L	1432.5640388223535	1946.3622672805197	-0.4421779666092595
Brd4_p1_6	Brd4_p1	R1	RE57R	2050.417327413742	1900.6250402455034	0.10944307921042142
Brd4_p1_6	Brd4_p1	R2	noRE	1675.7911831208032	1291.4301698007423	0.37587019057204424
Brd4_p1_6	Brd4_p1	R2	RE57M	1056.5085076219418	1092.262372094551	-0.04801461560639623
Brd4_p1_6	Brd4_p1	R2	RE97	1233.0352588894764	1210.451755415253	0.026668256738321128
Brd4_p1_6	Brd4_p1	R2	RE93	1537.6311100748292	1273.2371947778356	0.27220627466628516
Brd4_p1_6	Brd4_p1	R2	RE95	1039.6962648681508	1361.1100805526285	-0.38861835025496577
Brd4_p1_6	Brd4_p1	R2	RE96	1085.6099363730066	1275.9985054558113	-0.23311882583978066
Brd4_p1_6	Brd4_p1	R2	RE58	1636.377461334963	1305.623099229955	0.3257648510798335
Brd4_p1_6	Brd4_p1	R2	RE61	1029.2957300181306	1388.786526842207	-0.4321636818930054
Brd4_p1_6	Brd4_p1	R2	RE85	1053.8589285333674	972.5258417924479	0.11587212249253419
Brd4_p1_6	Brd4_p1	R2	RE127	1234.7911867665166	1150.4217390434317	0.1021033909602517
Brd4_p1_6	Brd4_p1	R2	RE57L	1491.7906490879607	1049.2344985166628	0.5077038608073445
Brd4_p1_6	Brd4_p1	R2	RE57R	1568.2005753603473	1822.091174472517	-0.21648377491963017
Brd4_p1_6	Brd4_p1	R3	noRE	1949.2993764278317	990.9672403369592	0.9760392513452602
Brd4_p1_6	Brd4_p1	R3	RE57M	1651.963494916675	1253.8784261149317	0.39778156010931603
Brd4_p1_6	Brd4_p1	R3	RE97	1095.901416029597	1075.0501426206051	0.027713816587700207
Brd4_p1_6	Brd4_p1	R3	RE93	979.5121891281616	1244.5313976193443	-0.3454641406268291
Brd4_p1_6	Brd4_p1	R3	RE95	1482.65759514027	1013.4190000628085	0.5489501723727876
Brd4_p1_6	Brd4_p1	R3	RE96	1020.9505952697039	1255.865740764415	-0.29876654231708083
Brd4_p1_6	Brd4_p1	R3	RE58	1796.3972804819487	1647.0369935995393	0.12523275552411214
Brd4_p1_6	Brd4_p1	R3	RE61	1412.9293435806285	1057.433195061885	0.4181193681010501
Brd4_p1_6	Brd4_p1	R3	RE85	1230.6362302526602	860.6181404771197	0.5159541758731961
Brd4_p1_6	Brd4_p1	R3	RE127	1259.9852959145892	1078.4070550699746	0.22450312964905147
Brd4_p1_6	Brd4_p1	R3	RE57L	783.5719169785909	2379.4534851291332	-1.602480305824307
Brd4_p1_6	Brd4_p1	R3	RE57R	1587.1875250258597	1035.5815558859258	0.6160265743911221
Pknox1_p1_9	Pknox1_p1	R1	noRE	597.006720161305	302.07336211016724	0.9828246097148268
Pknox1_p1_9	Pknox1_p1	R1	RE57M	519.1756446967112	357.7016123099502	0.5374535408989745
Pknox1_p1_9	Pknox1_p1	R1	RE97	391.32454362581694	416.24704906639084	-0.08907223908734903
Pknox1_p1_9	Pknox1_p1	R1	RE93	473.5883141871322	442.7374792556867	0.09717985244048664
Pknox1_p1_9	Pknox1_p1	R1	RE95	380.05294837406404	404.3405494799081	-0.0893681855490217
Pknox1_p1_9	Pknox1_p1	R1	RE96	334.77057361956463	440.69369405509923	-0.3965931748285779
Pknox1_p1_9	Pknox1_p1	R1	RE58	235.97091368858761	387.37843672927806	-0.7151107130975186
Pknox1_p1_9	Pknox1_p1	R1	RE61	307.7188523872966	599.5359884763892	-0.962210704697441
Pknox1_p1_9	Pknox1_p1	R1	RE85	310.15198743008693	838.3757262627086	-1.4345922702101055
Pknox1_p1_9	Pknox1_p1	R1	RE127	206.49514749515396	510.43349931810286	-1.305573535157446
Pknox1_p1_9	Pknox1_p1	R1	RE57L	155.11839910815291	751.813751310072	-2.2769316707074916
Pknox1_p1_9	Pknox1_p1	R1	RE57R	293.9967491170871	324.4537148926559	-0.14220787574145866
Pknox1_p1_9	Pknox1_p1	R2	noRE	313.29094891467963	495.98405072057494	-0.6627736767825144
Pknox1_p1_9	Pknox1_p1	R2	RE57M	476.6485984653166	418.7587369052591	0.1868025792946582
Pknox1_p1_9	Pknox1_p1	R2	RE97	400.5572388979622	416.74550987591704	-0.05715684043742802
Pknox1_p1_9	Pknox1_p1	R2	RE93	372.09578464444263	521.2947878251971	-0.4864142918138769
Pknox1_p1_9	Pknox1_p1	R2	RE95	489.98940317792085	437.3080350789982	0.16409714535404202
Pknox1_p1_9	Pknox1_p1	R2	RE96	452.54934115783414	466.5813294989453	-0.04405252268095238
Pknox1_p1_9	Pknox1_p1	R2	RE58	297.92501592106026	304.09314099952695	-0.029563026000915524
Pknox1_p1_9	Pknox1_p1	R2	RE61	511.5059366512566	270.4479025955877	0.9193751362115841
Pknox1_p1_9	Pknox1_p1	R2	RE85	444.9443482470824	328.0529753414716	0.4396845421798117
Pknox1_p1_9	Pknox1_p1	R2	RE127	259.53020407340597	505.8958906405019	-0.9629110010611145
Pknox1_p1_9	Pknox1_p1	R2	RE57L	346.74248979530523	510.3436534551215	-0.5575910785518221
Pknox1_p1_9	Pknox1_p1	R2	RE57R	151.58024654437725	240.5769405849507	-0.6663814008465145
Pknox1_p1_9	Pknox1_p1	R3	noRE	318.59277963256704	442.81058667309173	-0.4749634407563331
Pknox1_p1_9	Pknox1_p1	R3	RE57M	463.93247929928646	373.81384083494555	0.31158736691024214
Pknox1_p1_9	Pknox1_p1	R3	RE97	399.73778989331925	317.3268097746567	0.3330751797253759
Pknox1_p1_9	Pknox1_p1	R3	RE93	443.2013327233887	383.48932601061193	0.20877072871711952
