count	Med	sgRNA	rep	cell	xist_ex
EPI_sgOct4_R1	EPI	sgOct4	1	5	1
EPI_sgOct4_R1	EPI	sgOct4	1	6	1
EPI_sgOct4_R1	EPI	sgOct4	1	7	0
EPI_sgOct4_R1	EPI	sgOct4	1	8	0
EPI_sgOct4_R1	EPI	sgOct4	1	9	0
EPI_sgOct4_R1	EPI	sgOct4	1	10	1
EPI_sgOct4_R1	EPI	sgOct4	1	11	0
EPI_sgOct4_R1	EPI	sgOct4	1	12	0
EPI_sgOct4_R1	EPI	sgOct4	1	13	2
EPI_sgOct4_R1	EPI	sgOct4	1	14	1
EPI_sgOct4_R1	EPI	sgOct4	1	15	1
EPI_sgOct4_R1	EPI	sgOct4	1	16	0
EPI_sgOct4_R1	EPI	sgOct4	1	17	0
EPI_sgOct4_R1	EPI	sgOct4	1	18	1
EPI_sgOct4_R1	EPI	sgOct4	1	19	1
EPI_sgOct4_R1	EPI	sgOct4	1	20	1
EPI_sgOct4_R1	EPI	sgOct4	1	21	1
EPI_sgOct4_R1	EPI	sgOct4	1	22	1
EPI_sgOct4_R1	EPI	sgOct4	1	23	0
EPI_sgOct4_R1	EPI	sgOct4	1	24	0
EPI_sgOct4_R1	EPI	sgOct4	1	25	2
EPI_sgOct4_R1	EPI	sgOct4	1	26	0
EPI_sgOct4_R1	EPI	sgOct4	1	27	1
EPI_sgOct4_R1	EPI	sgOct4	1	28	0
EPI_sgOct4_R1	EPI	sgOct4	1	29	0
EPI_sgOct4_R1	EPI	sgOct4	1	30	1
EPI_sgOct4_R1	EPI	sgOct4	1	31	0
EPI_sgOct4_R1	EPI	sgOct4	1	32	2
EPI_sgOct4_R1	EPI	sgOct4	1	33	1
EPI_sgOct4_R1	EPI	sgOct4	1	34	1
EPI_sgOct4_R1	EPI	sgOct4	1	35	0
EPI_sgOct4_R1	EPI	sgOct4	1	36	0
EPI_sgOct4_R1	EPI	sgOct4	1	37	1
EPI_sgOct4_R1	EPI	sgOct4	1	38	1
EPI_sgOct4_R1	EPI	sgOct4	1	39	0
EPI_sgOct4_R1	EPI	sgOct4	1	40	0
EPI_sgOct4_R1	EPI	sgOct4	1	41	1
EPI_sgOct4_R1	EPI	sgOct4	1	42	0
EPI_sgOct4_R1	EPI	sgOct4	1	43	0
EPI_sgOct4_R1	EPI	sgOct4	1	44	1
EPI_sgOct4_R1	EPI	sgOct4	1	45	0
EPI_sgOct4_R1	EPI	sgOct4	1	46	1
EPI_sgOct4_R1	EPI	sgOct4	1	47	2
EPI_sgOct4_R1	EPI	sgOct4	1	48	0
EPI_sgOct4_R1	EPI	sgOct4	1	49	0
EPI_sgOct4_R1	EPI	sgOct4	1	50	1
EPI_sgOct4_R1	EPI	sgOct4	1	51	2
EPI_sgOct4_R1	EPI	sgOct4	1	52	1
EPI_sgOct4_R1	EPI	sgOct4	1	53	0
EPI_sgOct4_R1	EPI	sgOct4	1	54	0
EPI_sgOct4_R1	EPI	sgOct4	1	55	1
EPI_sgOct4_R1	EPI	sgOct4	1	56	0
EPI_sgOct4_R1	EPI	sgOct4	1	57	0
EPI_sgOct4_R1	EPI	sgOct4	1	58	0
EPI_sgOct4_R1	EPI	sgOct4	1	59	0
EPI_sgOct4_R1	EPI	sgOct4	1	60	0
EPI_sgOct4_R1	EPI	sgOct4	1	61	0
EPI_sgOct4_R1	EPI	sgOct4	1	62	0
EPI_sgOct4_R1	EPI	sgOct4	1	63	1
EPI_sgOct4_R1	EPI	sgOct4	1	64	0
EPI_sgOct4_R1	EPI	sgOct4	1	65	2
EPI_sgOct4_R1	EPI	sgOct4	1	66	0
EPI_sgOct4_R1	EPI	sgOct4	1	67	1
EPI_sgOct4_R1	EPI	sgOct4	1	68	0
EPI_sgOct4_R1	EPI	sgOct4	1	69	1
EPI_sgOct4_R1	EPI	sgOct4	1	70	1
EPI_sgOct4_R1	EPI	sgOct4	1	71	1
EPI_sgOct4_R1	EPI	sgOct4	1	72	1
EPI_sgOct4_R1	EPI	sgOct4	1	73	0
EPI_sgOct4_R1	EPI	sgOct4	1	74	0
EPI_sgOct4_R1	EPI	sgOct4	1	75	0
EPI_sgOct4_R1	EPI	sgOct4	1	76	1
EPI_sgOct4_R1	EPI	sgOct4	1	77	0
EPI_sgOct4_R1	EPI	sgOct4	1	78	1
EPI_sgOct4_R1	EPI	sgOct4	1	79	1
EPI_sgOct4_R1	EPI	sgOct4	1	80	1
EPI_sgOct4_R1	EPI	sgOct4	1	81	0
EPI_sgOct4_R1	EPI	sgOct4	1	82	0
EPI_sgOct4_R1	EPI	sgOct4	1	83	1
EPI_sgOct4_R1	EPI	sgOct4	1	84	0
EPI_sgOct4_R1	EPI	sgOct4	1	85	1
EPI_sgOct4_R1	EPI	sgOct4	1	86	0
EPI_sgOct4_R1	EPI	sgOct4	1	87	2
EPI_sgOct4_R1	EPI	sgOct4	1	88	2
EPI_sgOct4_R1	EPI	sgOct4	1	89	0
EPI_sgOct4_R1	EPI	sgOct4	1	90	0
EPI_sgOct4_R1	EPI	sgOct4	1	91	0
EPI_sgOct4_R1	EPI	sgOct4	1	92	0
EPI_sgOct4_R1	EPI	sgOct4	1	93	0
EPI_sgOct4_R1	EPI	sgOct4	1	94	1
EPI_sgOct4_R1	EPI	sgOct4	1	95	0
EPI_sgOct4_R1	EPI	sgOct4	1	96	1
EPI_sgOct4_R1	EPI	sgOct4	1	97	0
EPI_sgOct4_R1	EPI	sgOct4	1	98	0
EPI_sgOct4_R1	EPI	sgOct4	1	99	0
EPI_sgOct4_R1	EPI	sgOct4	1	100	0
EPI_sgOct4_R2	EPI	sgOct4	2	1	0
EPI_sgOct4_R2	EPI	sgOct4	2	2	0
EPI_sgOct4_R2	EPI	sgOct4	2	3	0
EPI_sgOct4_R2	EPI	sgOct4	2	4	0
EPI_sgOct4_R2	EPI	sgOct4	2	5	0
EPI_sgOct4_R2	EPI	sgOct4	2	6	1
EPI_sgOct4_R2	EPI	sgOct4	2	7	0
EPI_sgOct4_R2	EPI	sgOct4	2	8	1
EPI_sgOct4_R2	EPI	sgOct4	2	9	1
EPI_sgOct4_R2	EPI	sgOct4	2	10	0
EPI_sgOct4_R2	EPI	sgOct4	2	11	0
EPI_sgOct4_R2	EPI	sgOct4	2	12	0
EPI_sgOct4_R2	EPI	sgOct4	2	13	0
EPI_sgOct4_R2	EPI	sgOct4	2	14	0
EPI_sgOct4_R2	EPI	sgOct4	2	15	1
EPI_sgOct4_R2	EPI	sgOct4	2	16	0
EPI_sgOct4_R2	EPI	sgOct4	2	17	1
EPI_sgOct4_R2	EPI	sgOct4	2	18	0
EPI_sgOct4_R2	EPI	sgOct4	2	19	0
EPI_sgOct4_R2	EPI	sgOct4	2	20	0
EPI_sgOct4_R2	EPI	sgOct4	2	21	1
EPI_sgOct4_R2	EPI	sgOct4	2	22	1
EPI_sgOct4_R2	EPI	sgOct4	2	23	0
EPI_sgOct4_R2	EPI	sgOct4	2	24	0
EPI_sgOct4_R2	EPI	sgOct4	2	25	1
EPI_sgOct4_R2	EPI	sgOct4	2	26	0
EPI_sgOct4_R2	EPI	sgOct4	2	27	0
EPI_sgOct4_R2	EPI	sgOct4	2	28	1
EPI_sgOct4_R2	EPI	sgOct4	2	29	2
EPI_sgOct4_R2	EPI	sgOct4	2	30	0
EPI_sgOct4_R2	EPI	sgOct4	2	31	0
EPI_sgOct4_R2	EPI	sgOct4	2	32	1
EPI_sgOct4_R2	EPI	sgOct4	2	33	1
EPI_sgOct4_R2	EPI	sgOct4	2	34	0
EPI_sgOct4_R2	EPI	sgOct4	2	35	1
EPI_sgOct4_R2	EPI	sgOct4	2	36	0
EPI_sgOct4_R2	EPI	sgOct4	2	37	0
EPI_sgOct4_R2	EPI	sgOct4	2	38	1
EPI_sgOct4_R2	EPI	sgOct4	2	39	1
EPI_sgOct4_R2	EPI	sgOct4	2	40	0
EPI_sgOct4_R2	EPI	sgOct4	2	41	0
EPI_sgOct4_R2	EPI	sgOct4	2	42	0
EPI_sgOct4_R2	EPI	sgOct4	2	43	0
EPI_sgOct4_R2	EPI	sgOct4	2	44	0
EPI_sgOct4_R2	EPI	sgOct4	2	45	0
EPI_sgOct4_R2	EPI	sgOct4	2	46	2
EPI_sgOct4_R2	EPI	sgOct4	2	47	0
EPI_sgOct4_R2	EPI	sgOct4	2	48	0
EPI_sgOct4_R2	EPI	sgOct4	2	49	0
EPI_sgOct4_R2	EPI	sgOct4	2	50	2
EPI_sgOct4_R2	EPI	sgOct4	2	51	1
EPI_sgOct4_R2	EPI	sgOct4	2	52	0
EPI_sgOct4_R2	EPI	sgOct4	2	53	0
EPI_sgOct4_R2	EPI	sgOct4	2	54	1
EPI_sgOct4_R2	EPI	sgOct4	2	55	0
EPI_sgOct4_R2	EPI	sgOct4	2	56	0
EPI_sgOct4_R2	EPI	sgOct4	2	57	0
EPI_sgOct4_R2	EPI	sgOct4	2	58	0
EPI_sgOct4_R2	EPI	sgOct4	2	59	0
EPI_sgOct4_R2	EPI	sgOct4	2	60	0
EPI_sgOct4_R2	EPI	sgOct4	2	61	0
EPI_sgOct4_R2	EPI	sgOct4	2	62	1
EPI_sgOct4_R2	EPI	sgOct4	2	63	0
EPI_sgOct4_R2	EPI	sgOct4	2	64	2
EPI_sgOct4_R2	EPI	sgOct4	2	65	0
EPI_sgOct4_R2	EPI	sgOct4	2	66	0
EPI_sgOct4_R2	EPI	sgOct4	2	67	0
EPI_sgOct4_R2	EPI	sgOct4	2	68	0
EPI_sgOct4_R2	EPI	sgOct4	2	69	1
EPI_sgOct4_R2	EPI	sgOct4	2	70	0
EPI_sgOct4_R2	EPI	sgOct4	2	71	0
EPI_sgOct4_R2	EPI	sgOct4	2	72	1
EPI_sgOct4_R2	EPI	sgOct4	2	73	0
EPI_sgOct4_R2	EPI	sgOct4	2	74	0
EPI_sgOct4_R2	EPI	sgOct4	2	75	0
EPI_sgOct4_R2	EPI	sgOct4	2	76	0
EPI_sgOct4_R2	EPI	sgOct4	2	77	1
EPI_sgOct4_R2	EPI	sgOct4	2	78	0
EPI_sgOct4_R2	EPI	sgOct4	2	79	0
EPI_sgOct4_R2	EPI	sgOct4	2	80	1
EPI_sgOct4_R2	EPI	sgOct4	2	81	1
EPI_sgOct4_R2	EPI	sgOct4	2	82	0
EPI_sgOct4_R2	EPI	sgOct4	2	83	0
EPI_sgOct4_R2	EPI	sgOct4	2	84	2
EPI_sgOct4_R2	EPI	sgOct4	2	85	0
EPI_sgOct4_R2	EPI	sgOct4	2	86	0
EPI_sgOct4_R2	EPI	sgOct4	2	87	0
EPI_sgOct4_R2	EPI	sgOct4	2	88	0
EPI_sgOct4_R2	EPI	sgOct4	2	89	1
EPI_sgOct4_R2	EPI	sgOct4	2	90	0
EPI_sgOct4_R2	EPI	sgOct4	2	91	0
EPI_sgOct4_R2	EPI	sgOct4	2	92	0
EPI_sgOct4_R2	EPI	sgOct4	2	93	0
EPI_sgOct4_R2	EPI	sgOct4	2	94	0
EPI_sgOct4_R2	EPI	sgOct4	2	95	0
EPI_sgOct4_R2	EPI	sgOct4	2	96	0
EPI_sgOct4_R2	EPI	sgOct4	2	97	0
EPI_sgOct4_R2	EPI	sgOct4	2	98	1
EPI_sgOct4_R2	EPI	sgOct4	2	99	0
EPI_sgOct4_R2	EPI	sgOct4	2	100	0
EPI_sgOct4_R3	EPI	sgOct4	3	1	0
EPI_sgOct4_R3	EPI	sgOct4	3	2	0
EPI_sgOct4_R3	EPI	sgOct4	3	3	0
EPI_sgOct4_R3	EPI	sgOct4	3	4	0
EPI_sgOct4_R3	EPI	sgOct4	3	5	1
EPI_sgOct4_R3	EPI	sgOct4	3	6	0
EPI_sgOct4_R3	EPI	sgOct4	3	7	1
EPI_sgOct4_R3	EPI	sgOct4	3	8	0
EPI_sgOct4_R3	EPI	sgOct4	3	9	0
EPI_sgOct4_R3	EPI	sgOct4	3	10	0
EPI_sgOct4_R3	EPI	sgOct4	3	11	1
EPI_sgOct4_R3	EPI	sgOct4	3	12	1
EPI_sgOct4_R3	EPI	sgOct4	3	13	0
EPI_sgOct4_R3	EPI	sgOct4	3	14	0
EPI_sgOct4_R3	EPI	sgOct4	3	15	1
EPI_sgOct4_R3	EPI	sgOct4	3	16	1
EPI_sgOct4_R3	EPI	sgOct4	3	17	0
EPI_sgOct4_R3	EPI	sgOct4	3	18	0
EPI_sgOct4_R3	EPI	sgOct4	3	19	1
EPI_sgOct4_R3	EPI	sgOct4	3	20	0
EPI_sgOct4_R3	EPI	sgOct4	3	21	0
EPI_sgOct4_R3	EPI	sgOct4	3	22	0
EPI_sgOct4_R3	EPI	sgOct4	3	23	1
EPI_sgOct4_R3	EPI	sgOct4	3	24	1
EPI_sgOct4_R3	EPI	sgOct4	3	25	1
EPI_sgOct4_R3	EPI	sgOct4	3	26	1
EPI_sgOct4_R3	EPI	sgOct4	3	27	0
EPI_sgOct4_R3	EPI	sgOct4	3	28	0
EPI_sgOct4_R3	EPI	sgOct4	3	29	1
EPI_sgOct4_R3	EPI	sgOct4	3	30	2
EPI_sgOct4_R3	EPI	sgOct4	3	31	0
EPI_sgOct4_R3	EPI	sgOct4	3	32	0
EPI_sgOct4_R3	EPI	sgOct4	3	33	2
EPI_sgOct4_R3	EPI	sgOct4	3	34	0
EPI_sgOct4_R3	EPI	sgOct4	3	35	1
EPI_sgOct4_R3	EPI	sgOct4	3	36	0
EPI_sgOct4_R3	EPI	sgOct4	3	37	1
EPI_sgOct4_R3	EPI	sgOct4	3	38	0
EPI_sgOct4_R3	EPI	sgOct4	3	39	1
EPI_sgOct4_R3	EPI	sgOct4	3	40	0
EPI_sgOct4_R3	EPI	sgOct4	3	41	0
EPI_sgOct4_R3	EPI	sgOct4	3	42	0
EPI_sgOct4_R3	EPI	sgOct4	3	43	0
EPI_sgOct4_R3	EPI	sgOct4	3	44	0
EPI_sgOct4_R3	EPI	sgOct4	3	45	1
EPI_sgOct4_R3	EPI	sgOct4	3	46	1
EPI_sgOct4_R3	EPI	sgOct4	3	47	0
EPI_sgOct4_R3	EPI	sgOct4	3	48	0
EPI_sgOct4_R3	EPI	sgOct4	3	49	1
EPI_sgOct4_R3	EPI	sgOct4	3	50	1
EPI_sgOct4_R3	EPI	sgOct4	3	51	1
EPI_sgOct4_R3	EPI	sgOct4	3	52	0
EPI_sgOct4_R3	EPI	sgOct4	3	53	2
EPI_sgOct4_R3	EPI	sgOct4	3	54	1
EPI_sgOct4_R3	EPI	sgOct4	3	55	0
EPI_sgOct4_R3	EPI	sgOct4	3	56	1
EPI_sgOct4_R3	EPI	sgOct4	3	57	0
EPI_sgOct4_R3	EPI	sgOct4	3	58	0
EPI_sgOct4_R3	EPI	sgOct4	3	59	0
EPI_sgOct4_R3	EPI	sgOct4	3	60	0
EPI_sgOct4_R3	EPI	sgOct4	3	61	0
EPI_sgOct4_R3	EPI	sgOct4	3	62	0
EPI_sgOct4_R3	EPI	sgOct4	3	63	0
EPI_sgOct4_R3	EPI	sgOct4	3	64	1
EPI_sgOct4_R3	EPI	sgOct4	3	65	0
EPI_sgOct4_R3	EPI	sgOct4	3	66	0
EPI_sgOct4_R3	EPI	sgOct4	3	67	1
EPI_sgOct4_R3	EPI	sgOct4	3	68	0
EPI_sgOct4_R3	EPI	sgOct4	3	69	0
EPI_sgOct4_R3	EPI	sgOct4	3	70	0
EPI_sgOct4_R3	EPI	sgOct4	3	71	1
EPI_sgOct4_R3	EPI	sgOct4	3	72	2
EPI_sgOct4_R3	EPI	sgOct4	3	73	0
EPI_sgOct4_R3	EPI	sgOct4	3	74	1
EPI_sgOct4_R3	EPI	sgOct4	3	75	0
EPI_sgOct4_R3	EPI	sgOct4	3	76	0
EPI_sgOct4_R3	EPI	sgOct4	3	77	0
EPI_sgOct4_R3	EPI	sgOct4	3	78	0
EPI_sgOct4_R3	EPI	sgOct4	3	79	0
EPI_sgOct4_R3	EPI	sgOct4	3	80	0
EPI_sgOct4_R3	EPI	sgOct4	3	81	0
EPI_sgOct4_R3	EPI	sgOct4	3	82	1
EPI_sgOct4_R3	EPI	sgOct4	3	83	0
EPI_sgOct4_R3	EPI	sgOct4	3	84	0
EPI_sgOct4_R3	EPI	sgOct4	3	85	1
EPI_sgOct4_R3	EPI	sgOct4	3	86	1
EPI_sgOct4_R3	EPI	sgOct4	3	87	0
EPI_sgOct4_R3	EPI	sgOct4	3	88	0
EPI_sgOct4_R3	EPI	sgOct4	3	89	0
EPI_sgOct4_R3	EPI	sgOct4	3	90	1
EPI_sgOct4_R3	EPI	sgOct4	3	91	0
EPI_sgOct4_R3	EPI	sgOct4	3	92	0
EPI_sgOct4_R3	EPI	sgOct4	3	93	0
EPI_sgOct4_R3	EPI	sgOct4	3	94	0
EPI_sgOct4_R3	EPI	sgOct4	3	95	0
EPI_sgOct4_R3	EPI	sgOct4	3	96	2
EPI_sgOct4_R3	EPI	sgOct4	3	97	0
EPI_sgOct4_R3	EPI	sgOct4	3	98	0
EPI_sgOct4_R3	EPI	sgOct4	3	99	1
EPI_sgOct4_R3	EPI	sgOct4	3	100	0
RA_sgNT_R1	RA	sgNT	1	1	0
RA_sgNT_R1	RA	sgNT	1	2	0
RA_sgNT_R1	RA	sgNT	1	3	1
RA_sgNT_R1	RA	sgNT	1	4	0
RA_sgNT_R1	RA	sgNT	1	5	0
RA_sgNT_R1	RA	sgNT	1	6	1
RA_sgNT_R1	RA	sgNT	1	7	0
RA_sgNT_R1	RA	sgNT	1	8	0
RA_sgNT_R1	RA	sgNT	1	9	1
RA_sgNT_R1	RA	sgNT	1	10	2
RA_sgNT_R1	RA	sgNT	1	11	0
RA_sgNT_R1	RA	sgNT	1	12	0
RA_sgNT_R1	RA	sgNT	1	13	1
RA_sgNT_R1	RA	sgNT	1	14	0
RA_sgNT_R1	RA	sgNT	1	15	1
RA_sgNT_R1	RA	sgNT	1	16	0
RA_sgNT_R1	RA	sgNT	1	17	1
RA_sgNT_R1	RA	sgNT	1	18	0
RA_sgNT_R1	RA	sgNT	1	19	2
RA_sgNT_R1	RA	sgNT	1	20	0
RA_sgNT_R1	RA	sgNT	1	21	0
RA_sgNT_R1	RA	sgNT	1	22	0
RA_sgNT_R1	RA	sgNT	1	23	0
RA_sgNT_R1	RA	sgNT	1	24	1
RA_sgNT_R1	RA	sgNT	1	25	1
RA_sgNT_R1	RA	sgNT	1	26	0
RA_sgNT_R1	RA	sgNT	1	27	0
RA_sgNT_R1	RA	sgNT	1	28	0
RA_sgNT_R1	RA	sgNT	1	29	2
RA_sgNT_R1	RA	sgNT	1	30	1
RA_sgNT_R1	RA	sgNT	1	31	0
RA_sgNT_R1	RA	sgNT	1	32	0
RA_sgNT_R1	RA	sgNT	1	33	1
RA_sgNT_R1	RA	sgNT	1	34	1
RA_sgNT_R1	RA	sgNT	1	35	0
RA_sgNT_R1	RA	sgNT	1	36	0
RA_sgNT_R1	RA	sgNT	1	37	0
RA_sgNT_R1	RA	sgNT	1	38	0
RA_sgNT_R1	RA	sgNT	1	39	1
RA_sgNT_R1	RA	sgNT	1	40	1
RA_sgNT_R1	RA	sgNT	1	41	0
RA_sgNT_R1	RA	sgNT	1	42	0
RA_sgNT_R1	RA	sgNT	1	43	0
RA_sgNT_R1	RA	sgNT	1	44	2
RA_sgNT_R1	RA	sgNT	1	45	1
RA_sgNT_R1	RA	sgNT	1	46	1
RA_sgNT_R1	RA	sgNT	1	47	2
RA_sgNT_R1	RA	sgNT	1	48	0
RA_sgNT_R1	RA	sgNT	1	49	0
RA_sgNT_R1	RA	sgNT	1	50	1
RA_sgNT_R1	RA	sgNT	1	51	1
RA_sgNT_R1	RA	sgNT	1	52	0
RA_sgNT_R1	RA	sgNT	1	53	1
RA_sgNT_R1	RA	sgNT	1	54	0
RA_sgNT_R1	RA	sgNT	1	55	1
RA_sgNT_R1	RA	sgNT	1	56	1
RA_sgNT_R1	RA	sgNT	1	57	1
RA_sgNT_R1	RA	sgNT	1	58	1
RA_sgNT_R1	RA	sgNT	1	59	0
RA_sgNT_R1	RA	sgNT	1	60	1
RA_sgNT_R1	RA	sgNT	1	61	2
RA_sgNT_R1	RA	sgNT	1	62	0
RA_sgNT_R1	RA	sgNT	1	63	1
RA_sgNT_R1	RA	sgNT	1	64	1
RA_sgNT_R1	RA	sgNT	1	65	1
RA_sgNT_R1	RA	sgNT	1	66	0
RA_sgNT_R1	RA	sgNT	1	67	1
RA_sgNT_R1	RA	sgNT	1	68	0
RA_sgNT_R1	RA	sgNT	1	69	1
RA_sgNT_R1	RA	sgNT	1	70	1
RA_sgNT_R1	RA	sgNT	1	71	1
RA_sgNT_R1	RA	sgNT	1	72	1
RA_sgNT_R1	RA	sgNT	1	73	0
RA_sgNT_R1	RA	sgNT	1	74	1
RA_sgNT_R1	RA	sgNT	1	75	0
RA_sgNT_R1	RA	sgNT	1	76	0
RA_sgNT_R1	RA	sgNT	1	77	1
RA_sgNT_R1	RA	sgNT	1	78	0
RA_sgNT_R1	RA	sgNT	1	79	1
RA_sgNT_R1	RA	sgNT	1	80	0
RA_sgNT_R1	RA	sgNT	1	81	0
RA_sgNT_R1	RA	sgNT	1	82	1
RA_sgNT_R1	RA	sgNT	1	83	0
RA_sgNT_R1	RA	sgNT	1	84	1
RA_sgNT_R1	RA	sgNT	1	85	0
RA_sgNT_R1	RA	sgNT	1	86	0
RA_sgNT_R1	RA	sgNT	1	87	0
RA_sgNT_R1	RA	sgNT	1	88	1
RA_sgNT_R1	RA	sgNT	1	89	0
RA_sgNT_R1	RA	sgNT	1	90	1
RA_sgNT_R1	RA	sgNT	1	91	1
RA_sgNT_R1	RA	sgNT	1	92	0
RA_sgNT_R1	RA	sgNT	1	93	2
RA_sgNT_R1	RA	sgNT	1	94	1
RA_sgNT_R1	RA	sgNT	1	95	0
RA_sgNT_R1	RA	sgNT	1	96	1
RA_sgNT_R1	RA	sgNT	1	97	0
RA_sgNT_R1	RA	sgNT	1	98	0
RA_sgNT_R1	RA	sgNT	1	99	1
RA_sgNT_R1	RA	sgNT	1	100	0
RA_sgNT_R2	RA	sgNT	2	1	1
RA_sgNT_R2	RA	sgNT	2	2	1
RA_sgNT_R2	RA	sgNT	2	3	0
RA_sgNT_R2	RA	sgNT	2	4	0
RA_sgNT_R2	RA	sgNT	2	5	0
RA_sgNT_R2	RA	sgNT	2	6	0
RA_sgNT_R2	RA	sgNT	2	7	2
RA_sgNT_R2	RA	sgNT	2	8	0
RA_sgNT_R2	RA	sgNT	2	9	0
RA_sgNT_R2	RA	sgNT	2	10	0
RA_sgNT_R2	RA	sgNT	2	11	0
RA_sgNT_R2	RA	sgNT	2	12	0
RA_sgNT_R2	RA	sgNT	2	13	1
RA_sgNT_R2	RA	sgNT	2	14	0
RA_sgNT_R2	RA	sgNT	2	15	0
RA_sgNT_R2	RA	sgNT	2	16	0
RA_sgNT_R2	RA	sgNT	2	17	0
RA_sgNT_R2	RA	sgNT	2	18	0
RA_sgNT_R2	RA	sgNT	2	19	0
RA_sgNT_R2	RA	sgNT	2	20	1
RA_sgNT_R2	RA	sgNT	2	21	1
RA_sgNT_R2	RA	sgNT	2	22	0
RA_sgNT_R2	RA	sgNT	2	23	0
RA_sgNT_R2	RA	sgNT	2	24	1
RA_sgNT_R2	RA	sgNT	2	25	0
RA_sgNT_R2	RA	sgNT	2	26	0
RA_sgNT_R2	RA	sgNT	2	27	0
RA_sgNT_R2	RA	sgNT	2	28	1
RA_sgNT_R2	RA	sgNT	2	29	0
RA_sgNT_R2	RA	sgNT	2	30	0
RA_sgNT_R2	RA	sgNT	2	31	1
RA_sgNT_R2	RA	sgNT	2	32	2
RA_sgNT_R2	RA	sgNT	2	33	1
RA_sgNT_R2	RA	sgNT	2	34	1
RA_sgNT_R2	RA	sgNT	2	35	0
RA_sgNT_R2	RA	sgNT	2	36	1
RA_sgNT_R2	RA	sgNT	2	37	0
RA_sgNT_R2	RA	sgNT	2	38	1
RA_sgNT_R2	RA	sgNT	2	39	0
RA_sgNT_R2	RA	sgNT	2	40	1
RA_sgNT_R2	RA	sgNT	2	41	0
RA_sgNT_R2	RA	sgNT	2	42	0
RA_sgNT_R2	RA	sgNT	2	43	1
RA_sgNT_R2	RA	sgNT	2	44	1
RA_sgNT_R2	RA	sgNT	2	45	0
RA_sgNT_R2	RA	sgNT	2	46	0
RA_sgNT_R2	RA	sgNT	2	47	0
RA_sgNT_R2	RA	sgNT	2	48	1
RA_sgNT_R2	RA	sgNT	2	49	2
RA_sgNT_R2	RA	sgNT	2	50	1
RA_sgNT_R2	RA	sgNT	2	51	0
RA_sgNT_R2	RA	sgNT	2	52	1
RA_sgNT_R2	RA	sgNT	2	53	1
RA_sgNT_R2	RA	sgNT	2	54	0
RA_sgNT_R2	RA	sgNT	2	55	2
RA_sgNT_R2	RA	sgNT	2	56	0
RA_sgNT_R2	RA	sgNT	2	57	0
RA_sgNT_R2	RA	sgNT	2	58	1
RA_sgNT_R2	RA	sgNT	2	59	1
RA_sgNT_R2	RA	sgNT	2	60	1
RA_sgNT_R2	RA	sgNT	2	61	0
RA_sgNT_R2	RA	sgNT	2	62	1
RA_sgNT_R2	RA	sgNT	2	63	1
RA_sgNT_R2	RA	sgNT	2	64	1
RA_sgNT_R2	RA	sgNT	2	65	0
RA_sgNT_R2	RA	sgNT	2	66	0
RA_sgNT_R2	RA	sgNT	2	67	2
RA_sgNT_R2	RA	sgNT	2	68	1
RA_sgNT_R2	RA	sgNT	2	69	1
RA_sgNT_R2	RA	sgNT	2	70	2
RA_sgNT_R2	RA	sgNT	2	71	2
RA_sgNT_R2	RA	sgNT	2	72	0
RA_sgNT_R2	RA	sgNT	2	73	1
RA_sgNT_R2	RA	sgNT	2	74	0
RA_sgNT_R2	RA	sgNT	2	75	1
RA_sgNT_R2	RA	sgNT	2	76	0
RA_sgNT_R2	RA	sgNT	2	77	0
RA_sgNT_R2	RA	sgNT	2	78	1
RA_sgNT_R2	RA	sgNT	2	79	0
RA_sgNT_R2	RA	sgNT	2	80	0
RA_sgNT_R2	RA	sgNT	2	81	0
RA_sgNT_R2	RA	sgNT	2	82	0
RA_sgNT_R2	RA	sgNT	2	83	1
RA_sgNT_R2	RA	sgNT	2	84	0
RA_sgNT_R2	RA	sgNT	2	85	0
RA_sgNT_R2	RA	sgNT	2	86	1
RA_sgNT_R2	RA	sgNT	2	87	0
RA_sgNT_R2	RA	sgNT	2	88	1
RA_sgNT_R2	RA	sgNT	2	89	0
RA_sgNT_R2	RA	sgNT	2	90	0
RA_sgNT_R2	RA	sgNT	2	91	0
RA_sgNT_R2	RA	sgNT	2	92	0
RA_sgNT_R2	RA	sgNT	2	93	0
RA_sgNT_R2	RA	sgNT	2	94	1
RA_sgNT_R2	RA	sgNT	2	95	0
RA_sgNT_R2	RA	sgNT	2	96	0
RA_sgNT_R2	RA	sgNT	2	97	0
RA_sgNT_R2	RA	sgNT	2	98	0
RA_sgNT_R2	RA	sgNT	2	99	1
RA_sgNT_R2	RA	sgNT	2	100	0
RA_sgNT_R3	RA	sgNT	3	1	0
RA_sgNT_R3	RA	sgNT	3	2	1
RA_sgNT_R3	RA	sgNT	3	3	0
RA_sgNT_R3	RA	sgNT	3	4	1
RA_sgNT_R3	RA	sgNT	3	5	0
RA_sgNT_R3	RA	sgNT	3	6	0
RA_sgNT_R3	RA	sgNT	3	7	2
RA_sgNT_R3	RA	sgNT	3	8	0
RA_sgNT_R3	RA	sgNT	3	9	0
RA_sgNT_R3	RA	sgNT	3	10	1
RA_sgNT_R3	RA	sgNT	3	11	0
RA_sgNT_R3	RA	sgNT	3	12	0
RA_sgNT_R3	RA	sgNT	3	13	0
RA_sgNT_R3	RA	sgNT	3	14	0
RA_sgNT_R3	RA	sgNT	3	15	0
